label2_id	text
13岁小孩没身份证可以拿户口本吗	106
同行的都能值机了，为什么我的不能，	94
查询订过机票价格	248
电子登机牌如何下载	70
在哪里选座	35
孕妇要证明吗	21
办理发票	183
怎么办理值机，怎样删除常用旅客	35
我需要报销，可以用电子登机牌吗	183
如何取消座位	10
手机号被别人使用 该如何注销重新注册上传证件？	250
安全通道	2
请问怎么买票	366
自动选了座位	337
我儿子的为什么不能值机	14
你好！请问6月8号8点半CA1909去西宁曹家堡的航班时间改了2次为什么？还会再改吗？	238
什么叫open票	300
电子登机牌在哪里	70
座位锁住？	323
有没有人工客服	40
是否能添加家人信息	368
哪里下载pro	166
怎么选座啊？	35
想问下，90g的防晒霜可以带上飞机，不托运么？	194
注销账户	250
每个航班都有电子二维码登机牌吗	70
接机服务发票开不出来	254
航班的状态链和一周航班正晚点的情况怎么查询不到了？	180
到机场的时间	160
如何使用旅豆升仓	221
无法为孩子值机	14
违禁物品	69
可以在线选座吗	35
认证成功后为什么没有自动提取行程	180
为什么认证不了	346
以前乘机选座记录	200
关注列表里的航班没了	180
在这里值机后还可以办理托运吗	155
尼玛币	186
你好，请问我可以在这里改签？	238
值机二维码可以直接去安检口吗？	70
我为什么在航旅纵横上不能够值机	94
机票搜索不到	248
小横，改签能改多长时间	238
请问航班是延误四小时以上可以申请赔偿吗？	124
自动值机选座	337
无身份证怎么乘机	62
值机取消	10
你好，如何成为常客	129
您好，如何办理国际航班的值机？	35
可以预定儿童餐吗	305
为啥不能选预约	148
行程积分兑换里程，有机票吗	178
国外的行程为什么不显示呢	214
机票名字错误	281
打印登机牌有限制时间吗？	289
有对方身份证号码如何查询机票信息	109
为什么有的不支持里程累计	165
KN2267这趟航班我退票需要多少钱手续费	238
我的来回机票出来这么久也不显示出来	180
无法选座位	94
如何查看常用联系人	312
我帮别人在这软件选座位怎么弄	161
起飞前多久停止安检	160
客服人工电话号码	40
白酒可以托运吗	194
我还有3个未预约座位	154
如何取消同行人值机	132
改期	238
这是我的登录名和注册手机号	285
怎么帮别人值机	161
我想改签怎么弄	238
什么时候开放选座	3
行程改了为什么还在更新	75
航班延误四个小时有赔偿吗	269
工具箱手机选坐卡片在哪	35
怎么添加同行人	45
认证不成功	346
紧急出口位置怎么选择！	2
小孩如何值机	14
行李超额怎么收费	211
怎么添加亲属的身份证	8
值机是随时都可以还是要在起飞前几天内	3
那没有糖尿病就不能托运吗	371
怎样查询自己的机票订单	128
身份证过期可以乘坐飞机吗	362
团队订票 值机	366
你好，我预定的本月26日从澳大利亚黄金海岸到墨尔本的航班为什么没有显示？	214
在哪儿选座	35
行程没有更新	180
有效乘机身份证件	62
祥鹏的怎么办理退票	238
机票能改签吗	238
怎么添加乘机人？	45
值机无法增加同行人	268
我想找电子乘机牌在哪里能找到	70
认证失败	346
你好，请问怎么在你们平台上选择座位	35
查找口令	226
值机添加其他乘客	45
HU7736机翼的位置在哪几排	2
那我不能提前选位吗	148
值机二维码	70
怎么取消认证	138
怎么购票	366
如何更换认证	334
剃须刀可以带上飞机吗？或者托运?	194
怎么能联系到乘坐的航空公司？	204
啥时可以选座	3
在哪里添加同行人呢	45
怎么给儿童选座	14
选不了座怎么办	94
从哪个地方买票？	366
可以提前寄存行李吗	327
为什么值机选座显示开启保护	251
已经删除的行程还可以重新添加吗	303
我明天从烟台飞上海的机票，没显示	180
但是我忘记了以前的账号和密码	239
东航北京头等舱休息室电话	204
去年托运的行李箱里的充电宝，在托运时被拿走了，现在还能取回吗？	335
网上值机以后还需要打印登机牌嘛	95
我订的是东航的，显示可以添加同行人值机，可实际添加时却告知无法添加同行人，目前孩子无法手机值机😥	14
客服电话多少号	40
团票可以显示吗	120
机票早已订好，但近期不慎脚受伤，我想申请地面轮椅，如何办理？	190
机票验真当日上限	74
航班延误，值机停办时间是否更改	163
请问在哪里选座	35
在那里选座	35
有人工客服吗？	40
开放选座时会给消息提醒吗？	35
浦东机场提前多久换登机牌	160
我是不是该卸载航旅纵横呢？	186
你好，请问我在去哪儿网上订了机票，但是航旅纵横订单里面看不到呢	180
如何办理值机，未找到	35
在这可以定机票吗	366
我想要取消值机	10
帮朋友在我手机上值机，我们一起的，一个值机二维码可以同时过我们几个人嘛？	302
可以查询多长时间没的订单	200
无法添加新护照号	243
学生的机票也可以在网络上购买吗？	366
Sb	186
飞机起飞前多久不接受安检	160
请问飞香港可以在手机上值机选座吗	142
如何多人选座	157
我的位子选的怎么取消呀？	10
托运可以带液体多少毫升	194
为什么不能选座	94
如何在线选座位	35
请问哪里可以查到乘坐航班平面图	200
暂未找到你的行程	180
有氧舱	90
一个账号能给多少人值机选座	154
如何看之前坐的飞机的延误信息	200
选座的页面在哪里找	35
帮其他人预约选座，但我不坐飞机	111
注销账户 审核多久	250
怎么删除我的证件	20
有效证件没有带怎么办	164
我最近订的机票查询一下	200
飞机延误赔偿	269
认证护照英文姓名失败	346
往返机票在哪里？	313
什么叫正餐	184
可以托运什么东西	69
open票如何使用	300
三年前安装心脏起搏器，能乘坐飞机吗？	371
为啥我的行程单申请不了	183
坐飞机可以托运多少液体	194
我买的中转航班，为什么第一程可以预约选座，第二程就不可以了	148
怎么查询以往的飞行里程	349
为什么预约值机和实际不一样	330
我是民航人，怎样认证成为航旅业内版？	243
为啥不能手机值机了？	94
你好，如何购买延误险	269
这里怎么查机票价格	248
添加成功的航线没有展示	153
手机号显示已被注册	13
不显示行程	180
身份证读不出信息，如何办理登机	164
我已经生成了电子登机牌。可是我退出页面了。找不到了	70
飞机晚点了	124
小孩儿玩具可以带上飞机吗？	127
有联系电话吗	40
为什么现在我不能给其他人选座位	3
儿童乘坐飞机需要什么证件	106
我想打航旅纵横客服电话	40
南航可以带多少公斤东西上飞机	197
我想预约梅咏MU2998值机办不了，怎么办	148
如何手动添加行程	180
我时间来不及了，托运怎么办	160
您好，我明天的那班飞机，是包含了午餐吗？是不是有20kg免费托运的，行李箱托运，不自己携带	19
怎么查到已购买的机票	200
你好，没有身份证怎么办	164
怎么帮别人选座	161
今有事无法登机怎能退票	238
国际航班网上值机提前多久开放？	3
为什么提前买的机票不显示	180
你好，请问搜机票为什么不显示票价？	248
请问付费选座订单在哪里	35
请问为他人取消值机的工具箱在哪	132
如何查看照片	152
有没人工服务	40
国行儿童值机	14
我选不要靠近机翼 要靠近窗	2
有早餐吗	184
为什么现实已开放值机 但确提取不到我的行程	3
怎么取消座位	10
认证错误	346
为什么无法值机？	94
去年的机票怎么打印报销凭证呢	183
bie别人帮我买的机票，我怎么选座	161
去香港儿童可以选座妈	14
为什么运城到深圳的飞机现在也不飞	329
小孩值机	14
用护照能查到自己的机票吗	128
加了QQ号一直没人接呀。	84
怎么不能拍照	152
怀孕四个月的孕妇可以坐飞机嘛！需不需要什么证明	21
想问一下我外航的机票没显示	180
能帮我查下订单出票没吗	278
可以查询他人行程吗？	109
找不到地方添加常用联系人	368
预定值机，只能选择3个人的吗	154
怎样查询电子登机牌	70
你好！怎么取消值机	10
买机票名字错了身份证是对的	281
而且还不能值机	94
如何下载pro	166
访问次数超过限次怎么办	231
取消值机还可以继续值机吗	77
还可以打印登机牌么	302
如何升仓？	221
提示我非本人行程，不可值机	146
你好我的手机重装了系统，航旅要求认证，无法认证	346
身份证过期能过安检吗	362
有400电话吗？	40
缺少行程记录	180
二维码在哪里	70
防晒喷雾可以托运吗？	194
请问人工客服电话	40
为啥取消不了值机	44
APP上登记了身份证和护照，但是系统默认的是护照，值机时未注意，所以我取消了值机。可以重新值机吗？怎么在APP上将自动默认的护照改为身份证？谢谢！	77
去西藏的TV9816什么时候可以值机	160
为什么添加同行人值机显示不是本人不可值机	94
航空公司因为航班调整取消了一班航班怎么办	238
iphone，为什么把登机牌加入到卡包，会卡死	255
需要帮我取消值机	10
一直不回复	186
我们在航空公司订的票为什么在航旅纵横上没收到任何信息呢	278
亲	274
出境购机票不用身份证或护照号吗	62
化妆品可以托运么	194
请问托运行李的要求和流程是什么	19
你好，有人工吗	274
你好！我去的行程位子选好了，回来的怎么不能选	94
你好，我是港澳通行证，认证里没有这一栏，只有港澳居民，我国内订票需要用通行证，现在只能选其它来认证，这个一直没通过，比较急	346
如何直接中转	17
请问怎样查国际航班	200
别人帮定的票怎么查询	109
有电话么！	40
深圳宝安机场+临时身份证办理	164
身份证丢失了，能取到票吗	164
国际航班能添加行程吗	180
请问学生没有持户口簿可以在这个软件上办理值机业务吗？	35
有人吗？	274
请问如何更改认证信息	334
人工服务没有吗	40
请问办理值机以后，还可以到机场托运行李吗？	155
手机值机后，去机场如何办理	61
手机值机，显示参数错误	63
网上办理值机后晚到机场有没有影响	160
为什么，每次我要添加证件，都是证件格式错误	245
怎么能查别人的航班信息	109
怎么预定清真餐	257
订机票可以吗？	366
无法显示我以前的里程	109
如何添加第二个乘客	45
发送其他人的值机	161
我明天的行程为什么不能值机	94
电子机票如何过安检	61
在哪里添加替别人选座	161
境外的航空公司航班之间飞行可以添加历史行程吗	180
行李托运限额多少斤	19
龙嘉机场电话	282
添加错行程	321
如何购买机票	366
国际航班能查到吗	214
怎么查人家帮我订的机票。	200
我们4人同行，为什么预约值机只能3人？还有一人怎么预约值机？	154
美国航班可以值机吗	142
手机办理值机开通但是点进去全是锁的	323
这个可以升级仓位么？	221
舱位等级与已添加乘客不同	45
儿童如何认证	243
如何网上购买托运	211
国航航班值机，同行三人	154
怎么申请常客卡	129
请问我在携程订的机票为啥不显示	180
不能添加同行人怎么办？	268
订的机票如何升舱	221
改联系人	55
说了也白说，等于没说！	186
你好 我的东京飞上海的航班应该是2017年的 结果给我加到了2018年。还有上海飞兰州的已经审核过了 但是没加到行程列表里	210
小孩子做飞机需要带什么	106
儿童为什么不能值机	14
军魂卡可以升舱吗？	221
我不能取消值机，怎么回事呢	44
怎么订票呢？	366
现在怎么办理手机值机	35
托运行李超重怎么收费	211
你好 我的值机作为发生了更改	277
值机失败	94
打印行程单	183
我没有预定机票 为什么上面显示我有要飞的行程	180
如果行程改变，已购的机票多久时间内可以改签？	238
机票报销	183
航班取消后，新航班怎么不好选座	35
如何添加其他乘客的信息呢	45
如何查看其他人的值机情况	162
我给家人定的机票，想提前选座位，怎么操作？	111
军人优先	342
非本人不能值机	94
请问8l9616取消了吗	329
手机选座页在哪里	35
7.1号到贵州铜仁凤凰机场现在可以购票吗？	329
哈尔滨机场国航金卡有休息室吗	308
为什么值机后座位变化了	277
老年人乘机有什么规定	100
总是认证失败，说证件已被其他账号占领	13
航旅纵横客服电话多少	40
历史航程中拍照，在哪里查看	152
我的行程已经使用了，为啥状态还是未使用	324
哪些动物可以托运	194
天津航空公司能取消值机重新选座位吗	77
你好请问为什么境外航空公司的行程不会进入到航程记录里面呢？	214
国航国际航班免费托运行李重量	197
国内航班可以提前多久在手机上值机？	3
临时身份证	164
为什么该航班不支持手机选座呢	94
请问，托运可以带剪子，螺丝刀，钳子之类的东西吗？	194
拿户口本在哪里取票	223
值机一次可以值多少人	154
提取2011之前的行程后为什么还不显示	27
我用身份证号码订票，可以用护照登机吗	62
买票时名字写错一个字怎么办	281
到晚上了，航班座位还没有开放，究竟有没有这个功能啊？	329
你们的体现非常不好	186
首页不显示行程	180
退票怎么办	238
取消天津至乌兰浩特我的值机	10
什么时候开放	3
所有信息都对，怎么就是不能手机值机	94
帮我查一下航班	200
怎么打印报销单	183
咱们客服电话多少	40
这个app可以购买机票吗	366
没有看到取消座位按钮	10
怎么没有选坐功能了？	35
显示两天内没有我的订单	158
提前多久可以选座	3
怎么帮儿童值机	14
请问可以帮我添加这个证件吗	243
我给儿童值机没法完成	14
怎样办理升公务舱	221
头等舱是免费改签吗？	238
春秋航空公司可以在线值机吗	350
别的app导入行程	180
12岁以下儿童需要携带什么证件登机	106
国外航班不会显示吗	214
刚刚选了值机显示失败	94
没什么我是明天航班却显示是今天	71
旅行团代买机票怎么查已购买	200
CA1139上有餐饭吗？	184
扩音器可以带上飞机吗	127
为什么我的证件已经被其他人注册了呢？	13
找不到座位信息	162
天津航空无免费托运行李额，可以拿20寸皮箱直接登机吗？	197
行程添加成功了，却不显示	153
香港的机票怎么显示不了呀	214
证件姓名怎么修改	271
台湾同胞，如何值机？	35
同行人值机数量限制	157
行李托运费用	211
选不能座位	94
除了托运行李外，还可以带几件行李上飞机	19
怎么用身份证号码查机票	109
航班改签	238
如何添加同行人	45
我想换座位	316
为什么值机后改不了位置	132
物品超重怎么办	211
怎么租车	113
什么时候开始选择座位	3
用电子机票 最晚几点进入	160
如何推荐朋友下载航旅纵横	181
请问怎么选座位	35
电动刮胡刀能托运吗？	194
分享航旅纵横	181
我4个人同行预值机只能值3个人吗？	154
还有一个朋友选不了座怎么办？	94
矿泉水托运重量	194
手机值机还会开放座位吗	35
我想问下首都航空在巡航状态下可以开手机吗？	189
如何查询别人帮订航班信息	109
行李托运购买	211
你好，现在怎么不能在线办理值机	94
如何联系航空公司	204
你好，我需要报销机票怎么处理呢	183
能为别人办理值机吗？	161
怎么打印纸质登机牌	302
我要改期	238
怎么查看以前的航班信息	200
韩国过境需要签证马	108
怎么获取登机二维码	70
可否自己打印电子行程单	273
电钢琴托运损坏怎么办	101
改座位	316
支持认证多个人的证件那	51
超重	211
有免费接机吗？	88
你们这上面能不能在线购买机票？	366
值机座位与登机牌作为不一致	330
如何获取行程单	183
身份证绑定了之前的手机号，现在换手机号了，怎么修改？	285
怎么购买婴儿票	23
热力图中我北京已点亮，为什么行程中没有该信息呢？	180
為什麼不能線上值機	94
有氧舱价格	90
如何修改已经认证的错误信息	334
如何打印电子登机牌	302
怎么无法办理网上值机	94
服务电话有没有	40
为啥查不到我明天得行程	176
更换预约座位	112
航空公司电话号码	204
定了机票这边怎么没有显示呢	180
儿童能网上登机牌	286
你好 请问乘机发票怎么打印	183
自己没有买票，能不能帮别人在手机值机	161
新加坡人如何办理值机	35
儿童已订机票查询	109
飞机上能不能充电？	364
提示已被其它账号认证	13
而且现在已经正式开放选座了，选不了	3
液体药品托运	194
想问下，如果买的香港快运的航班，可以添加进来的吗	180
我的手机号码为什么绑定的是别人的身份证，我没有在你们的网上下载过订票	13
你好 请问怎么取消送机服务订单？	134
WIFI租赁	139
预约值机	236
怎么添加儿童乘客	45
我已认证过，只是删了APP，重新登录时显示还要重新认证，而认证时又显示已被认证过。	30
本软件不能搜索机票啊！晕了	248
值机失败是为什么？	94
可以查询他人的航班号吗	109
怎么差不多行程单	183
保险怎么开发票	269
如何选座位？	35
为什么自动值机了	337
请问！别人有我身份证号能查到我的整个飞行记录吗？	109
只能为自己值机吗	35
您好，我无法添加我的行程	284
在国外的航班不能添加？	284
请问11岁的学生没有身份证可以搭乘飞机吗？	164
问问你如何选座	35
机场可以办理临时身份证吗	164
账号注销不了	250
为什么每次选座位只能选择三个	154
明天上海浦东到台湾高雄的HO1315航班，为什么不能手机值机呢	3
为什么取消不了我的值机	44
婴儿乘坐飞机需要提前报备吗？	23
这是什么回答	186
小孩怎么选座位	14
网上能不能直接联系南方航空公司？	204
儿童如何选座	14
身份证认证不了，国内航班没显示，没提醒	346
我是经济仓，可以选第六排座位不	114
别人帮我订的票，我想查看一下是否订票成功，在哪里查看	200
客服电话号码多少？	40
我的连乘机票只打印出一张怎么办	61
为什么南方航空不支持手机值机	43
行李箱托运能带面膜吗	194
怎么手机值机	35
婴儿能不能在航旅纵横App中办理值机？	14
首航JD5894飞行高度大概多高	322
我要预约选座	236
那个之前付了钱改签为什么机票显示提醒没变	75
小孩的要怎么值机？	14
过了值机时间取消值机	10
你好，我在系统里要值机选座，系统已经替我选了不能改。座位不好，我要重新选	316
我怎样选座位呀？	35
旧的护照的机票信息可以导入吗	62
如何查询机票信息	248
咨询电话是多少	40
请问怎么取消认证	138
你好，如何添加好友的航班信息	109
联程票的行李如何中转	122
验证码	261
可以选座吗	35
接送机行程单	183
我昨天换了6个人的登机牌，都退票了，全部取消了座位，但是只有一个人现在显示还没有取消选座，而且取消不了急死人了	44
我的名字写错了 怎么查看是否更改	271
提前预约值机	236
我要投诉！	186
换座位	316
74岁的老人坐飞机有什么规定	100
在航旅纵横办理值机时间	3
请问可以帮朋友值机出电子登机牌吗？	126
能否给山东航空的航班办理值机？	142
我的值机取消不了	44
不能点购买机票	366
怎么退票	238
你好，我发现航线图不准确啊	177
香港航班无法增加同行人	45
托运超重	211
选座位后，能办理托运吗？	155
怎么联系客服	40
国航手机值机后怎么没有二维码值机牌	70
座位变更	316
机翼位置	2
为什么我的国际航班没有显示？	214
请问发票没给我	183
票号在哪里	298
值机不能添加同行人吗	268
手机值机后，是不是可以直接去登机口登机？	95
为什么不能手机值机呢	94
查询儿童旅程	200
我是值机不成	94
南宁机场电话	282
电子登机牌托运	156
怎么选择座位	35
请问	274
不能认证	346
买票点不进去？	366
你好 我有一万多行程，请问可以升仓吗？	221
怎么帮他人值机？	161
选座上面有锁的图案	323
怎么选座？	35
几点开始值机	160
怎么增加新护照	243
你好我刚刚出票，为什么现在还没有行程	180
值机选座选了三个人，还有好多人还没选，怎么添加？	154
手机无法取消值机	44
请问有手机自助值机教程吗	35
为什么没有以前行程记录？	27
儿童不能选座吗	14
请问可以帮他人预约选座吗	111
东航的随机行李体积	197
身份证过期	362
要是一个人可以选位置吗	35
怎么改签	238
机场热线多少	282
好	274
已选座位 如何取消	10
亲😊选座位页面在哪里	35
为什么我航班选不了座位？	94
为什么我的证件号反馈无法认证	346
别人帮我买的飞机票但是留得他的手机号为什么我这里没有行程显示	180
你好，我有7个国际航班行程，但是只显示了一个	214
为什么选不了同行孩子的座位	14
取消预定的接送机	134
值机为什么没有台湾通行证这一选项	94
乘机证件认证	243
为什么不显示国际航班的行程？	214
托运行李，可以使用电子登机牌吗？	156
怎么选票？什么时候可以选票	366
你们电话是多少？	40
5月29日天津航空7552航班和田飞乌鲁木齐的报销凭证怎么开	183
显示提交的姓名和已认证的姓名冲突怎么回事	243
没有导入的形成	180
app能否预定婴儿餐	184
土耳其飞马航空可以添加吗	180
请问身份证过期几天可以登机么？	362
更换身份认证	334
怎么订国际航班wifi	290
今天我没有行程为什么提示有行程	39
哪些航空公司的航班可以在此APP上值机?	142
最多几人同行值机	154
我出镜有食品不能带走，我想存放	327
国际航班不能显示吗	214
小孩手机不能办理选座值机。怎么操作？	14
手机值机后还能托运吗	155
明天的机票，为什么还不能确定座位	3
我的认证证件不小心改成了孩子的名字	334
预约好的座位，为什么被更换了	330
网上值机截止时间	3
Pro版本下载	166
我想问一下如何帮别人在这里直机	161
外国人能用护照买机票吗	62
是穷雇不起员工吗	186
请问我选好的座位为什么换登机牌时却没有啦	330
人工客服号码多少	40
升舱订单如何取消	12
认证不通过	346
80岁的老人购买飞机票有什么要求	100
可以提前一天取登机牌吗	160
更改认证	334
托运不能超过多少	19
怎么看不懂电子登机牌了	70
值机的人收不到任何信息	296
很多航班没有显示	180
化妆品托运	194
托运规定	69
川航怎么帮儿童办理值机	14
获取验证码次数超限怎么办	261
请问，航空托运上限是多少	19
飞机延误险有用吗	269
为什么明天的航班到现在还是不能值机	94
飞机延误多长时间才给予理赔	269
常用联系人的页面，在哪里？	312
app闪退	63
无免费托运行李额是什么意思	19
厦航办理无成人陪同登机方便吗？	9
春秋航空的航旅纵横为什么不显示，没有合作关系吗？	252
如何取消订座编号	10
服务热线电话号码多少	40
国际航班要提前多久到达机场	160
怎么取消预约选座	182
选好的座位可以更改吗？	132
为什么儿童值机无法取消？	44
收不到短信验证码	261
这几天我有行程吗	200
快速安检	4
一直不可以选座 我一直关注着 多看几次 就限制了	94
登机前，要开箱检查吗	283
在哪里选择座位号	35
预约接机，司机没有来，退钱给我	97
无托运行李，手提五公斤	19
航旅纵横的电子登机牌去哪了？	70
取消值机后有什么问题	339
为他人变更座位	132
你们客服电话多少？	40
无法取消选座	44
怎样预约选座	236
电子客票号怎么查	298
为啥我不能取消值机	44
我的行程删除了，怎么可以恢复？	303
航班处于保护状态	251
系统错误	63
晚了五分钟，不能值机了。	94
航旅纵横能订机票吗？	366
请告诉我你们的客服电话	40
2019年已飞公里数	165
为什么预选座位被调？还要预选干什么呢？	143
行李托运两个人的限额可以一起用吗	19
我定的21号深圳到上海的机票，为啥显示今晚的？	366
查看小朋友的机票信息	109
太麻烦	186
怎样才能看到自己的机票订单和行程	128
只能添加自己的行程吗？	180
什么破软件	186
怎样帮别人查他坐的航班信息	109
那你是干什么的？	186
谢谢你啦！☕️	340
请问护发素可以托运吗？	194
青岛流亭机场电话	282
自己的行程不能选座	94
要不报销不了	183
怎么查签证到期时间	108
在哪开电子发票	183
为什么已经直机好了，座位被换了	330
GS7890航班行李限额	197
请问如何进行手机送座，谢谢！	35
为什么app无法值机	94
你好！电子登机牌什么时间可以办理	70
你好，可以帮我看下机票有没有买成功吗？	128
祥鹏航空有没有托运额	19
如何在先选座	35
选座，有些座位加锁	323
修改位置	316
客票监控	117
电子行程单在哪里查到	273
我的航班为什么不可以值机选座位	94
婴儿可以坐飞机？	23
有人工吗	274
行程单邮寄	183
飞机晚点	124
无法办理手机值机	94
怎么帮助别人选座	161
我身份整丢了怎么才能取机票啊	223
香港的航班是要添加港澳通行证才能查到么	214
老人行动不便，要租轮椅	190
pro查不到11年行程	7
儿童需要换登机牌吗	286
不到十一岁的儿童，需要带什么证件？	106
我要更改认证人的身份证号码信息	334
我买的7.6号的机票，把孩子的名字写错了，能否帮忙更改一下	281
我想问问这个护照信息输入为什么有些查不到航班	180
选座位时，座位上带锁的是什么意思？	323
怎样设置值机提醒	275
我要选座位，如何填加我孩子的身份，我填加成功了，孩子没有	14
值机完成不显示座位	162
不小心删除行程，但是是忘记行程单了	303
进去座位页面根本没有取消值机的按键	10
怎么办理 二维码值机啊	70
婴儿坐飞机带什么证件	106
户口本可以乘坐飞机吗	62
航线图没有显示我最近的行程	177
误删了很多行程	303
临时居民身份证	164
非同行他人选座	161
我提问你不回答，叫啥客服？	186
为什么我不能进行值机选坐	94
你好！请问机场停车一天收费标准是多少？	102
值机在飞机起飞几天开始	3
拍立得可以带上飞机吗	127
在不？	274
行李中转	122
为什么查不到国航航班的信息？	180
你们的客服电话是多少	40
点击哪里选座？	35
托运费用	211
电子行程单最久多久下载	273
报销凭证打印错了	183
投诉	186
电子行程单在什么地方？	273
已经办理电子登机牌	70
新版本为什么没有显示拥挤率灯信息	249
怎么选座啊	35
身份证掉了怎么坐飞机	164
如何显示以往全部行程	27
如何预留座位？	337
常用联系人怎么找不到	312
机场雷达怎么换啊	58
怎样取消选座	10
莫斯科机场哪里可以打印国航的行程单	183
我一些今年的行程没有显示	180
更换不了座位	316
手机值机后还可打印纸质登机牌吗	95
个人行程列表在哪里？	200
新加坡航空托运一米二的行李	19
旧护照的行程没有导入	180
有人工接听电话号码吗？	40
我在app上值机，7月11日明天从上海飞北京的，现在行程变化要取消，但提示说是在其他渠道值机，不能取消，请尽快协助取消。	294
为什么只能添加自己的行程？	180
自己怎么换座位	316
为什么我添加了同行人，在信息里找不到，再次添加又说存在着呢	268
为什么只能帮2个人值机	154
洗面奶能托运吗?	194
纵横航旅这上边不能预定机票吗？	366
如何帮朋友选座	157
老年人乘机	100
预约清真餐	257
港澳通行证能买机票吗	62
我购买机票	366
预约的座位后来变成了锁定是什么情况	323
你好我在软件上已经值机，是不是我赶飞机起飞前登机就可以？不用按照票上的时间？	160
没法选座位	94
我突然出现一个我没有定的行程。	39
找不到登机二维码	70
火折子可以托运吗	194
哈喽呀	274
行李若超重了怎么算	211
怎样更改已选座位号	316
有没有祥鹏办理退票电话	238
改签信息未更新	75
我要退出值机	10
16号的飞机几号开始选座	3
客服你好	274
行程结束报销需要电子登机牌	183
怎样才能知道我的护照是认证成功？	243
怎么不能定票？？	366
为什么没有当前行程了	180
我的飞慕尼黑为何值不了机，说不是本人手机号？	146
护照认证需要多久？	343
小孩子怎么认证	243
我的客票号15位	48
小朋友怎么直机	14
儿童票	23
有快捷登机牌可以不永身份证吗	62
行程如何放入钱包	255
您好在呢么	274
有活人吗	274
儿童餐	305
我给同行的朋友选好座位了，可是她女儿（小朋友）的座位没办法选，该如何添加	14
我帮家人买了两张票，我可以帮他们选做吗	161
为什么，手机值机不了	94
4792162353007不能预约值机？	148
怎么没有护照飞行记录	180
你好，我昨晚办理了值机，现在想取消值机重新选座位，怎么取消不了呢？显示我已打印行程单，但我实际没打印呢	44
补登记里程	165
如何办理值机	35
未来行程删掉了，怎么找回	303
刺猬是不可以的对嘛	127
认证频繁提示被其他账号注册	13
首都航空如何选择优选座位	35
无法选座	94
怎么提前选座	236
今天第一次使用，不能在App上选座位	35
这个软件可以买票吗	366
纸质登机牌丢了怎么在app导出电子登机牌?	302
别人帮我定的票，我怎么查询有没有订票	278
为什么我预约值机只能值三个人呢？买了4张票	154
去哪儿买的机票这里不会显示马上	180
请问我今天定的春秋航空9C8856怎么不可以手机值机	350
洗发水可以托运吗	194
你好，非本人机票不能在线选座吗	94
用户名及密码忘记，无法认证	239
怎么验证机票真假	74
我不是乘客可以帮别人值机吗	161
加拿大航空可以在这个app上年值机么？	142
我都不能办理值机什么情况	94
怎么添加常用联系人	368
如何给其他账号的人选座	161
三亚机场，飞机票没有免费托运行李项，那20公斤行李多少钱到青岛	197
我选的6D的位置是不是经济舱的位置？	56
没有身份证怎么值机	164
机票怎么订？	366
不是讲3个工作日内可以查询到2011年后数据吗？，咋过了这么多天还是只看到2015年后的数据？	7
南方航空的客服电话是多少	204
如何修改同行人信息	24
找不到电子客票号	298
孕妇优先登机	21
我可以去贵宾休息区吗？	308
何时能选座？	3
携带婴儿值机	14
我的认证问什么失败了呢	346
如何给儿童选座	14
身份证没有激活	164
网上值机约好位子后，还要办理别的吗？	16
你是个笨蛋	186
航线图没显示最近一个行程	177
申请注销后多久有答复	250
怎样开发票	183
我的认证信息里，身份证号码是我的而名字变成了我父亲，如何修改	271
我的未来行程为什么不显示？	176
座位信息页面在哪	162
笔记本电脑取下电池可以托运吗	194
经停需要拿行李马	122
关闭行程保护还是无法值机	94
身份证丢了可以坐飞机吗	164
你好，电子登机牌在哪里获取	70
首都航空的客服电话是多少	204
请问我有一个从深圳到重庆的航班为什么不能退改票？	238
我的认证始终通不过	346
我本人没有乘坐飞机	39
乘机证明	5
为什么选座时孩子不能同时选	14
无法认证	346
旧护照 行程没被更新	180
选座有锁	323
亲，酒水能够托运吗	194
南航为何不能选座	43
我有行程没有显示	180
已申请，已认证的账号可以申请注销吗	250
我在飞机上拍的照片找不到。	152
背包可以行李托运吗	19
我想问一下，我到太平机场T2航站楼，还要转机飞到西安，我带的行李多，可以用你们的时候行李车吗？	122
客服热线电话	40
如何删除历史飞行记录	105
补打行程单	183
不能提取行程	180
国际机票怎么值机	35
想问一下国航航班可以办理值机选座吗	142
我能添加其他乘坐人员信息吗	45
我想问下这个软件可以订机票吗7	366
红土航空为什么不能手机值机	94
如何选坐	35
不支持手机选座	94
姓名没有问题 但无法办理值机	94
回复太慢。QQ群是加不进去。	84
为什么同时值机2个人，只有1个人收到信息	296
我的航班什么时候开始选座	3
下载了pro版登陆以后是不是就覆盖之前的普通版了，不用再注册了吧	166
是不是还没到网上选座时间，不能提前办理值机？	160
泰国狮航可以值机选座吗	142
哈哈	340
忘记以前的账号	239
祥鹏航空客服电话	204
这个版本是不是最新的？无法删除认证的护照	20
为什么手机不能值机？？	94
注销要多久	250
为什么不能办理值机？	94
我输入的护照姓名 认证后名字变了 怎么回事	271
我已经加为同行人了，提示我却要现场值机	94
为他人预约选座	111
我的护照需要更改	334
常用联系人的行程怎么查询	109
值机可以办理同行两人吗	154
证件添加完了	243
经济舱锁定的座位不能什么时候能选	323
37  到45是机翼？	2
我想问下从哪里可以看自己里程？	349
怎么查到我今天飞机票	128
孕妇乘机	21
更换手机号	285
厦航小孩无法值机	14
