label	text
其他	平果手机是不是不支持二维码过安检了啊？
其他	电话号码
其他	怎么取消之前的同行人？
其他	人工
其他	为什么差不到航班号
其他	人工
其他	收到异常订单
其他	人工
带物品登机	洗面奶可以带多少
其他	机场有充电宝吗
其他	这就是我的
其他	如何添加关注人
带物品登机	请问可以带100毫升以下的护肤品上飞机吗
带物品登机	可以带八哥吗
其他	浦东快速通道
其他	我的行程
其他	手机不支持EID
其他	国际航班
其他	人工
其他	常用联系人
其他	人工回复！
其他	9.99243E+12
其他	里程
其他	座位8A
其他	已经申请加群了
其他	微信
其他	截止
其他	行李
其他	改邮箱
其他	eID
其他	常客卡
其他	管理员不加
其他	多少毫升
行李限额	行李限定，规定尺寸么
其他	人工
带物品登机	飞机上能带哪些东西
其他	工具箱在哪
其他	但是修改不了
带物品登机	洗衣粉能不能坐飞机
其他	认证
其他	选座位
其他	昆明机场支持EID过安检吗
其他	人工
其他	海南航空的
其他	人工
其他	春秋
其他	？？？？
其他	飞行模式
其他	人工
其他	常客卡
其他	管制刀具是什么
其他	在手机上办eld识别身份证怎么不成功
其他	国际
其他	已经购买，想要纸面单据。到哪儿取
其他	人工
其他	认证信息有误
其他	验证照片上传失败
其他	为何我没有17年前的数据？
其他	人工
其他	1.李建鹏 JWTQVS                                                                 2.  CA1501 Y   SA22JUN  PEKSHA RR1   0830 1040          E T3T2                                                                                          5.SSR FOID CA HK1 NI220502198503121259/P1
其他	说旅客信息不一致
其他	QR1409实际飞行与航旅纵横航线图差异较大
带物品登机	液体标准
其他	？
其他	我想咨询人工
其他	那我要怎么办
其他	水印
其他	添加2人信息如何添加？
其他	为什么显示在其他渠道选的座
其他	以往都能随便选择座位，今天为何又要身份认证？
其他	座位
其他	从河东机场做大巴到银川多长时间
其他	eID证件扫描不上怎么办
其他	航旅纵横能不能在飞行模式下使用
带物品登机	充电宝可随身携带吗
其他	100wh是多少毫安
其他	你这里只卖两家航空公司的票？
其他	2018年12月我在宁夏吴忠万通电子商务有限公司购买了6张乌鲁木齐至哈萨克期坦阿拉木图的往返机票，万通每张机票收取了3100元。2019年4月，我们单位财务审计票务，查验到当天南方航空官网价格为1974元。万通机票给的说法是服务费，即往返机票的服务费为1126元。我认为该服务费过高，于是投诉吴忠万通电子商务有限公司。
其他	OPEN
带物品登机	家乡味肉制品能带吗？
其他	？
其他	只有一个电子登机牌 可以两个人值机吗
其他	人工
其他	离线模式
行李限额	多少尺寸的行李箱可以带上飞机
其他	国际航空公司
其他	D19108002516087544，这个是航旅纵横的订单编号吗
其他	香港居民如何添加
其他	泰国狮航
其他	这是怎么回事
其他	国外航班
其他	酒
其他	这是什么情况
其他	航旅纵横Pro
其他	座位页
带物品登机	防晒喷雾能否带上飞机
其他	同行人
其他	常客卡这么办
带物品登机	羽毛球拍可以带上飞机吗
其他	都操作了就取消不了
其他	机票订单
其他	电子登记牌
其他	？？？？
带物品登机	充电宝可以带吗
带物品登机	洗面奶200毫升的可以带吗？
其他	替别人选票选不了
其他	加盟司机
其他	航班没赶上
其他	注销还等待
其他	北京首都机场几个航站楼
遗失物品	登机牌丢失
其他	喷雾
其他	为什么变成了12A
其他	人工
其他	请问在哪里显示飞行超过多少人
遗失物品	行李丢失
其他	电瓶车服务包含内容
带物品登机	洗发水，沐浴露，护发素能带上飞机吗？
其他	人工
其他	接机怎么操作？
其他	我订单提交了
其他	人工
其他	iOS现在是12.2，问题解决不了
其他	别人的证件
带物品登机	盆栽可以随身携带登机吗？
带物品登机	充电宝可以携带吗
其他	怎么看是不是头等舱
其他	机场预警
其他	飞行模式
其他	无人陪同服务
其他	机票已作废
其他	每次都可以为什么这次不可以
其他	行李
其他	常客卡
其他	航旅纵横Pro收费
其他	联程
带物品登机	可以带电动牙刷吗
其他	100wh是多少
其他	通过同伴添加我一人也一样显示
其他	我在三楼办理登机牌怎么坐摆渡车去一楼登机口
其他	换到第40排
其他	登机牌
带物品登机	携带宠物
其他	您好！请问吉祥航空HO1032  7A座与8A座，那一个座比较好
带物品登机	飞机可以带手拿小风扇吗
其他	工具箱在哪
带物品登机	你好，请问生鸡蛋可以带上飞机么
其他	手机不支持
其他	如果更换
其他	pro版本航线年份
其他	人工
其他	这已经是最新版了！！！
其他	值机是出发前
其他	怎么选
其他	修改常用
其他	里程
其他	人工
其他	人工
其他	请回答我谢谢
其他	选座
其他	我怎么把爱人和孩子信息添加进来
其他	为啥机票此旅游网站贵
其他	怎么联系出票代理
其他	记录
其他	托运
其他	当天查询次数
其他	无法识别行程
其他	！！！！
其他	水果
其他	值机时连接超时
其他	工具箱在哪里？
其他	在设置中我查看了一下，没有开启行程保护。
其他	在这个软件里面怎么看
其他	晚点赔偿
带物品登机	防晒喷雾可以随身携带吗
其他	今年的也没有
其他	由于飞行模式不是根据所在国（或手机实际时间）进入，而是根据北京时间进入，导致实际乘机时，由于飞行时间已过，无法进入。现阶段还有什么方法可以强行开启飞行模式吗？
其他	号
其他	没有添加按钮😥
其他	人了
其他	这要怎么处理？
带物品登机	5V两万毫安的充电宝能带上飞机?
带物品登机	可以带腊肉吗
其他	国际行程
其他	值机
其他	人工
遗失物品	身份证丢了
其他	工具箱在哪里
其他	会提前通知吗
其他	航班取消
其他	😄
行李限额	随身携带行李箱尺寸多少
其他	国内票证件
其他	行李
其他	连接失败
其他	是手机值机
其他	预约值机和开放选座
其他	通航
其他	人工
带物品登机	可以带上飞机的液体是多少
其他	电话
行李限额	三个人一个大箱子里，30公斤
其他	在你们的后台怎么查找
其他	麻烦尽快帮我解决我说到的上述问题
其他	怎么填加人员
其他	我输了大通证号码，报错信息号码不对
其他	人工
其他	我要用另一个身份证号码查询
其他	如何修改乘客信息？
带物品登机	西瓜可以带上飞机吗？
带物品登机	请问粉底液可以带上飞机吗？
其他	就是不给选座位
其他	国际呢
其他	客服
其他	生僻字
其他	选不了
带物品登机	带动物
其他	乘客须知
其他	为什么今天海航下午的班机取消了？
其他	电子客票号
其他	发现
行李限额	行李箱可以带上飞机吗
其他	我已经注销很多天了。没有结果
其他	看看什么原因？？？
其他	工具箱在哪里？
其他	订单无法支付
其他	你好，我的行程有一个不正确
其他	身份认证
其他	在哪里下载aPP
其他	哈尔滨机场国航值机柜台在哪
其他	工具箱在哪里
带物品登机	充电宝111wh可以带上飞机吗？
其他	浦东机场卫星厅九月几号使用
其他	出行信息怎么没了
其他	为什么会被别人抢走
其他	我的航旅纵横没有人脸识别和身份证识别功能
行李限额	国际航班46kg行李额
其他	我怎么看到我的同伴的信息呢
其他	首都航空
其他	请问行程列表-手添行程界面在哪里？我找不到
其他	日本
其他	儿童机票
其他	人工
其他	电话多少
其他	人工
其他	化妆品
带物品登机	随身带的行李可以带多少液体
其他	照片
带物品登机	您好，仁川机场回北京，买了真空包装的泡菜80g共10包，随身携带可以吗？有没有规定必须拖运？谢谢
其他	已经是最新版本了还要怎么升级啊
其他	人工
其他	为啥我没选座
带物品登机	液体
带物品登机	可以带剃须刀吗？
其他	名字写错了怎么了
其他	我的座位怎么往回要
其他	人工
带物品登机	可以携带几条烟
其他	那种证件？身份证还是机场通行证？
带物品登机	液体
带物品登机	应援棒能不能带上飞机
其他	订错票
其他	？
其他	账号是什么
其他	亚洲航空
其他	已添加了
带物品登机	请问尖头的镊子可以带上飞机吗
其他	CZ3708
行李限额	重量
其他	户口簿选身份证可以吗？
其他	海南航空
其他	托运办理
其他	值机
其他	私信记录
遗失物品	身份证丢失怎么办
其他	新版不能看每个城市飞过几次了
其他	你知道是什么原因吗？
其他	延误一小时补偿
其他	以前都可以查的
其他	托运
其他	选座位
其他	航班取消
遗失物品	丢了
其他	我绑定了EID，那过安检是不是只要出示电子登机牌就可以了？
其他	选位
带物品登机	口服液可以随身带上飞机吗
其他	值机需要什么信息
其他	能不能听明白话？！
其他	请问2019年7月9日17:05-18:10西双版纳飞昆明，航班号8L9909，手机值机时航班号是多少
其他	卡片在哪块
其他	pro
其他	我刚才试着选座 AC这两个座位挨着吗？
其他	人工
其他	为什么国际航班不显示价格？
其他	选座
其他	人工电话
其他	人工电话
带物品登机	充电宝可以带吗？
其他	人工
其他	充电宝
其他	已办理值机 未显示
其他	怎么知道退掉直机成功
带物品登机	喷雾可以带上飞机吗
其他	如何补偿
其他	经停是什么意思
其他	我现在就是最新版本
其他	取票
其他	😱
其他	麻烦您？
其他	托运
其他	有无托运资格
带物品登机	您好，请问针灸针可以带入机舱吗？
其他	美女
其他	经济舱N是什么
其他	常旅卡不对
其他	人工
其他	价格
其他	开户行：招行杭州湖墅支行账号：4100 6257 1288 7749户名：徐宏峰
其他	无法获取仓位图
其他	工具箱在哪
其他	航站楼
其他	？
其他	案件
其他	每日抽奖？
其他	人工
其他	怎么察以定好的机票
其他	登机口关门了
其他	中转
其他	有无线曾么
其他	国泰A350-900经济舱哪个位置最好
其他	亲东航舱位等级
其他	为什么只显示一个座位
其他	已经最新版本
其他	邮箱收不到登机牌信息，为什么
其他	电子登机牌
其他	反馈的问题麻烦尽快回复
其他	前排座椅下可以放行李箱
其他	截图
其他	行李
其他	为什么添加还是不显示
其他	充电宝
其他	证件校验失败？
其他	移动电源
其他	不是我订的票为什么会发到我的QQ了
其他	行程亚航
其他	中国不是停飞波音客机吗？
其他	身份证和本人不像
其他	注销
其他	我付费了，你们却没有提供任何服务。我找哪里投诉啊，要求退费给我
其他	我的要是头等舱么
其他	长沙黄花国际机场有3号登机口吗
其他	如何查询我的机票有没有意外险？
带物品登机	行李箱可以放充电器吗
其他	怎么添加行程人
带物品登机	充电宝能带吗
带物品登机	100ml的水，乳，洗面奶可以随身携带吗？
带物品登机	可以带充电宝吗？
其他	如何設置偏好走道位
其他	首都机场国航在哪个值机柜台
行李限额	如果无免费行李额
其他	证件信息有误
其他	托运行李
其他	腊肉可以卡飞机吗？
带物品登机	带上飞机的液体是总量不超过100ml吗
带物品登机	坐飞机可以带卷发棒吗？
其他	虹桥机场支持电子登机牌的安检口
其他	二维码
其他	求解决，快点
其他	工具箱在哪
其他	升舱
其他	电子登机牌
其他	手机电池
其他	值机了但需要托运，可能赶不上截止时间怎么办
其他	贵阳派出所警务工作站电话
其他	怎么联系客票代理
其他	同音不同字
其他	HU7696图
其他	如何收到乘机信息
其他	成绩证件
其他	人工
其他	在线选座
其他	？？
带物品登机	电动剃须刀可以随身携带登机吗？
其他	人工
其他	电子机票
其他	非本人身份证
其他	原因
其他	人工
其他	pro
其他	这个是哪个座位？
其他	人工有吗
其他	工具箱在哪里
其他	没有添加按钮
其他	已经是最新版
其他	查询
其他	如何增加旅豆？
其他	个人全部行程列表
其他	CA1307为什么显示快要起飞了？短信通知我是延误到了凌晨5点
其他	大连周水子机场支持eid么
其他	客户电话
其他	国内航空
带物品登机	20000mAh的充电宝可以带上飞机吗
其他	无客服
其他	瓶装白酒
其他	机票上面没有登机口
其他	😄
行李限额	行李两件，怎么算重量
其他	电话
其他	客票代理怎么联系
其他	点击没反应
其他	值机后还需要取票吗
其他	工具箱在哪里
其他	工具箱在哪
其他	人工
带物品登机	携带充电宝规格
其他	手续未能成功办理
其他	怎么处理
其他	怎样开通电子证件
带物品登机	电动剃须刀可以带上飞机吗
其他	你好！为什么机场有的搜不到呢？
带物品登机	飞机可以带化妆品吗
其他	登机牌
其他	已添加过该证件
其他	选座
其他	我的航班
遗失物品	登机牌丢失
其他	查了
其他	行李托运
其他	人工
带物品登机	电子烟可以带上飞机吗？不使用烟油的
其他	充电宝
其他	麻烦尽快处理一下
带物品登机	乘机能带液体护肤品吗
其他	电子登机牌
其他	怎么添加
其他	天津机场有称体重的地方吗
带物品登机	充电宝能带吗
其他	人工
其他	为什么看不见预约情况了
其他	你好，我今天收到两个出票通知，都不对，请帮助查询
其他	如何删除同行人
其他	能解决我问的问题吗？
带物品登机	昆明去泰国的飞机能带白酒吗？可以带几瓶？
其他	水印相机在哪里？
其他	如果航班晚点怎么计算
其他	易畅转
其他	app上值机了，在机场的自助机上无法打印等机票
其他	一定要加入QQ群吗
带物品登机	国内航班个人一次可带多少现金？
其他	怎么换成上一版本软件
其他	人工
其他	更改电子邮箱
带物品登机	能带防晒霜吗？
行李限额	行李运输是多少一公斤
其他	我是联程票，可以提供住宿吗？
行李限额	可以带上飞机的行李箱
其他	人工
其他	怎么系统越更新越觉得不方便看了
其他	为何取消失败
其他	人工
其他	工具箱在哪里
其他	电子登机牌
带物品登机	烟草有没有数量限制
其他	怎么买
其他	pro版本也不能看境外嘛
其他	航旅纵横那里查看工具箱
带物品登机	坐飞机可以带防晒霜吗？
其他	怎么设同行人
其他	航旅纵横主要的功能
其他	人工
其他	你好，为什么我的航线图变成蓝黑色的背景了？
其他	你好，我发现自己有两个户，想删掉现在这个，怎么操作？
其他	我需要取票吗
其他	行李托运
其他	？
其他	怎么升仓
带物品登机	两万毫安充电宝能带上飞机吗
其他	你们群没通过
其他	我本次航班延误导致下趟航班误机，这旅否怎么算？？
其他	贵宾
其他	人工电话
其他	人工
带物品登机	请问41寸的吉他可不可以带上飞机
其他	ZH4171
其他	工具箱在哪
其他	人工
带物品登机	不是免税店的香烟也可以带么？
其他	选座
其他	航空公司发来飞机起飞时间变更
其他	人工吗？
带物品登机	飞机上可以带酒吗
其他	为什么会有这个行程？
其他	接送机功能
行李限额	狮航的行李限额
其他	我要问你APp问题
其他	？工具箱
其他	可以搜索微信好友吗
其他	航旅纵横口令
其他	MU2214怎么没有更新
其他	人工
其他	选座
其他	西安到潍坊飞机
其他	值机
其他	删除卡证
其他	川航320第14排观景视野如何
带物品登机	药品可以登机吗
其他	如何修改出生年月日
其他	我昨晚飞机没有这次
其他	我没订票
其他	忘记了我的登录名
其他	pro版本
其他	手机验证
其他	选座
其他	人工
其他	常见客密码
其他	接机
带物品登机	奶粉带上飞机需要打开查验吗
其他	不可以
其他	取消失败
其他	人工
其他	？
其他	人工
其他	人工
其他	我每次值机的乘机人都不一样，手机号也不一样
带物品登机	飞机能不能带口服液
其他	工具箱
其他	国际航班
其他	护照可以过安检吗
其他	还好有非常准
其他	人工
其他	机票怎么更改乘坐人
其他	我刚刚查机票看到有写v仓什么意思
其他	怎么维权
其他	在吗?能否回答一下上述问题？
带物品登机	液体
其他	值机
其他	选座
其他	工具箱在哪个菜单里的呀
其他	人工
行李限额	行李额
带物品登机	飞机上可以带螺丝刀嘛
其他	我的行李箱怎么还没到家
其他	不知道什么意思
其他	工具箱在哪
其他	乌鲁木齐机场截机时间
其他	？
其他	安检
行李限额	20乘30乘40的是多大行李呀
其他	登机
其他	相机
带物品登机	西瓜能手提上飞机马
其他	没有找到
其他	选座
其他	为什么开不了票
其他	收到
其他	3.24453E+12
带物品登机	化妆品能带多少上飞机
遗失物品	你好。我孩子的衣服落在飞机上了
其他	收不到消息
带物品登机	你好，国内航班，烟台的飞武汉，能不能带大樱桃
其他	航班动态查询什么？
其他	注意事项
其他	不能用航旅纵横了
其他	这次改版很难用
其他	以前没坐过飞机的人有吗
其他	邮寄狗狗
其他	？？？
其他	南通到呼兰浩特怎么推荐行程
其他	联系方式
带物品登机	托运对液体的要求
其他	没结果
其他	登机牌可以代领吗
其他	2010年
其他	宠物
带物品登机	可以带零食登记吗？
其他	我想问一下国航早上7：00的航班，有早餐供应吗
其他	托运
带物品登机	两部手机一个笔记本电脑和一个两万毫安充电宝可以带上飞机吗？
其他	行程卡可以买吗？
其他	只记得是国航ca1450
其他	pro
其他	我先预约值机，为什么我的座位在最后面？
带物品登机	国内飞国内可以带多少条香烟
其他	面部和证件合影发到哪里
其他	我的行李寄存优惠码不能扫为什么
带物品登机	胰岛素可以携带吗？
其他	为什么会自动变更
其他	充电宝
其他	人工
其他	名字错了，怎么办
其他	时间后面了+1什么意思
其他	理理我
其他	我要反馈
其他	这是成分表
其他	为何添加企业信息总是错了
其他	天津航空
带物品登机	液体可以上飞机吗
其他	电子登机牌
其他	休息室怎么订购
其他	1
其他	海湾
其他	为什么显示
其他	按你的步骤还是𣎴行
其他	登机牌
行李限额	免费行李额
其他	找不到航班
其他	票号 8802192115852，张晓燕
其他	哈尔滨机场的值机柜台
其他	为何会出现
带物品登机	飞机上带1罐奶粉可不可以
其他	在哪个页面
其他	哪个位置
其他	忘记之前的账号
其他	以前不同行也可以呀
其他	矿泉水
其他	人工
其他	选座位号
其他	你好，我的票号有四趟行程，但是app上只有三趟
其他	飞行模式无法使用
其他	航班自动变更
其他	工具箱在什么地方？
其他	哈尔滨机场国航值机柜台在哪
其他	微信
带物品登机	请问腊肉可以带上飞机吗
其他	旅豆
其他	同时有2个行程是不是只能看到一个电子登机牌
其他	我现在的版本里面，没有工具箱，什么情况
其他	工具箱在哪
带物品登机	200ml的洗发水能不能带
其他	说话呀
其他	不是这个，是登录号
其他	姓名和已认证的姓名冲突
其他	电子登机牌支持
其他	开发票金额大于企业开票金额
其他	消防员优先
其他	12000毫安的可以吗？
其他	航旅更新了，现在都查不到免票舱位了
其他	行李
其他	人工
其他	怎么办？
其他	怎么添加信息？
其他	😂😂😂
带物品登机	20000毫安的充电宝可以登机吗
其他	港澳通行証
其他	怎么搜索航班
其他	😑
其他	为什么老是未获取到旅客信息？
其他	我今天没登机
其他	昨天人到家了行李没到
其他	儿童
其他	前序航班延误
其他	我的值机是谁做的
行李限额	可带上飞机的行李规定重量
其他	我想咨询
其他	人工
其他	我没有携带婴儿，为什么一直显示我携带婴儿了
其他	2
其他	电子登机牌
其他	只有户口本可以吗？
其他	160Wh是多少毫安的充电宝
其他	田雞
其他	选座
其他	值机
其他	火柴
其他	G42132887  刘树   证件已过期
其他	选座
其他	加了也没用啊
其他	有人工么
其他	人工
行李限额	22英寸的箱子能上飞机吗
其他	打不通
其他	选座
带物品登机	请问吉他能带上飞机吗
其他	海外机票
其他	😳😁
其他	联程航班延误
其他	我下载的可能是假航旅纵横八
其他	机票买重了怎么办
其他	开放选座时还能预约值机了吗
其他	证件信息校验失败
其他	添加同行人后，提示:非本人行程，不得值机。怎么办？
其他	怎么联系呢
其他	国外航空公司能导入吗
其他	北京首都机场的国航值机柜台
其他	买了两张票 就显示一张呢
其他	登机牌
其他	请问一个账户可以添加2—3人的信息吗？
其他	登陆
其他	选座
其他	人工
其他	航旅号忘记了
其他	已经是最新版本了
闲聊	官网在哪里
带物品登机	zipo打火机可以带吗
带物品登机	飞机上能携带的液体数量
带物品登机	托运液体重量限额
其他	选座位
其他	工具箱
其他	为什么我的会员卡一点积分也没有？
其他	人工
其他	电子客票号
带物品登机	请问可以戴发簪上飞机吗
其他	常用联系人
其他	行李
其他	手机值机问题。
其他	在哪个页面？
其他	怎么升级
其他	口令
其他	推荐进入在哪里
其他	充电宝
其他	请尽快处理
其他	怎么回事呢？
其他	第一次用你们的软件，不太了解
其他	上面写的开放
其他	火车票
其他	值机
其他	添加同行
其他	护照过期
带物品登机	发胶能带吗
其他	我的行程还有几天
其他	订单号9992113227649国航CA1368是几折票？急求
其他	可以显示那些航空公司
其他	只有我朋友一人 我们没有同行
其他	改签的费用有发票吗？
行李限额	随机行李箱尺寸
其他	有身份证的话还需要带其他证件吗？
其他	常用联系删除
其他	为啥差不到航班动态
其他	登机序号1是什么意思
带物品登机	飞机上可以带新鲜的腊肉么。
其他	哦，那你们不能计算吗？
其他	登机口变更信息推送迟缓
其他	这个怎么解决？
其他	费用多少
其他	我的姓、名颠倒了，怎么办？
其他	喝酒
其他	为何现在不能收藏航班信息了
其他	点取消取消不了
其他	我已下载《航旅纵横》APP
遗失物品	身份证遗失
其他	由于航空公司说是在航旅纵横购的票，所以要在您公司申请
带物品登机	充电宝，国际航班允许多大容量？
其他	帮我查下今天的航班我有没有买航空意外险
其他	有了电子登机牌怎么进站
带物品登机	可以带吉他上飞机么
带物品登机	充电宝可以带多少毫安的
带物品登机	充电宝可以带多少毫安的？
带物品登机	不锈钢筷子和勺子可以随身带到飞机上吗？
带物品登机	请问飞机✈️可以带香烟🚬吗可以带几条
其他	这款软件不能下订单吗？
其他	爽肤水
其他	我想问一下行李托运
其他	我之前误机了
其他	为什么我认证了没有我的信息
其他	跟团也可以自行选座嘛？
其他	飞行轨迹
其他	自助值机
其他	9871491474
其他	国际航班呢
其他	为什么认证要微信支付密码
带物品登机	防晒喷雾可以带嘛
其他	为什么要更过我预约过的座位
其他	卡包里的账号密码在哪里找回
其他	优选座位订单
带物品登机	最小的瑞士军刀能带上飞机
带物品登机	防晒喷雾能过安检吗
其他	请问是什么原因
其他	飞行旅程
其他	带哪些证明
其他	在吗人工
其他	客票号9992102226084
其他	已经开放值机了啊？
行李限额	带上飞机的行李箱尺寸
其他	通行机票怎么地址填不上?
闲聊	你是谁
带物品登机	硬盘带上飞机
其他	同行人已改签
带物品登机	化妆品可以带吗
其他	但是我是哥哥自己值机啊
其他	有一张不是我定的机票
其他	我添加完了，还是不行
带物品登机	100ml不透明的防晒霜可以直接带上飞机吗
带物品登机	飞机液体可以带嘛
其他	为什么我的行程有三张票
其他	什么时候能知道预约的座位有没有选中
带物品登机	50毫升的铁皮补水喷雾可以带上飞机吗
带物品登机	我拿两瓶酒在箱子里没有问题
其他	可以把正常机票改为open吗
其他	行程照片不能上传
其他	CA1342
其他	没看懂
带物品登机	带的水杯能装水吗？
其他	在韩国
带物品登机	能带50ml 止汗走珠液上飞机吗？
其他	哈尔滨国航值机柜台在哪
其他	国航知音卡密码
其他	飞机上可以使用蓝牙耳机吗
其他	上面显示无法修改
带物品登机	纽扣电池可以带吗
其他	常用联系人填写错误
带物品登机	20000ma的充电宝可以带上飞机吗
其他	航班动态里
其他	只有两年
带物品登机	携带上飞机的液体总量是多少
带物品登机	国内航班，虾能不能带上飞机
其他	首都机场有几家餐厅
其他	请问确定座位看到的自己是橘色的座位合适吗？
行李限额	一人能带几瓶、1斤瓶装的？
其他	删除
其他	台湾
其他	应用市场在哪里?
其他	办理乘机手续包括安检吗
其他	u码
其他	客户端
带物品登机	修眉毛的小剪刀可以带上飞机吗
其他	选位置
行李限额	两件行李没超过行李额，要收钱吗
其他	想請問0705 飛北京的FM9103是取消了？
其他	乘国际航班证件什么
其他	Wallet
其他	直接告诉我
其他	凭证
其他	我五号航班取消了，请把登机牌发给我
其他	哈尔滨机场安检
其他	哈尔滨机场
其他	没有QQ
其他	验证通过，老是说密码不正确，又没地方输密码
带物品登机	携带吉他登机
带物品登机	飞机液体容量
其他	通知邮箱
其他	My
其他	超过160ml的护肤品怎么办
其他	我是已经登录了的
其他	eid无法开通
其他	计算机离港系统控制
其他	无法选舱位
其他	严重影响了我的行程
其他	药物
其他	我在去哪儿网改签到6月8号 为什么这个上面显示我是6月6早上九点起飞呢
其他	增加了嘛
其他	飞机上
其他	更改邮箱
其他	换手机
其他	不是首都机场
带物品登机	一个人带几部手机
其他	24小时选座未开
其他	拨打电话无应答
带物品登机	打火机可以带吗
行李限额	国内航空行李限额
其他	登陆不了
其他	麻烦取消
其他	护照
其他	还有
其他	川航办不了
其他	我两个人为什么添加不了对方？
其他	我来的㽘班正常值机了
其他	这是什么原因
带物品登机	橄榄菜可以带吗
行李限额	行李体积重量说明
带物品登机	请问，去旅行上飞机能带风油精和防晒喷雾等液体类的东西吗
其他	我的上面已经没有了座位信息
其他	可以更改承运人么
行李限额	能带上飞机的行李重量
其他	座位数字从小到大的飞机从前到后对吧
其他	身份证件
其他	怎么回事
其他	退钱
其他	电话☎️
带物品登机	消肿止痛药水可以带吗
其他	选不上
其他	小朋友如何查询
其他	😁
其他	如何加入孩子的信息
其他	通过一下，太费劲了
其他	8到10排
其他	剪子
其他	怎么没有显示
其他	88
带物品登机	香水可以随身带吗
其他	我在哪里可以查到我认证的证件
其他	东航
其他	闻芸
其他	客人中心在哪
其他	微信客服
带物品登机	非液体药物可以携带吗？
其他	什么地方签到？
其他	大贝壳不托运
其他	飞机上吃东西
其他	票号
其他	如果分享给好友
其他	我的历史记忆录
其他	app能否预定
带物品登机	可以带洗头膏嘛
其他	客票预定是什么意思
其他	显示这，不让办理
带物品登机	酵素固体状能带上飞机吗
其他	！！！！！
其他	国旅纵横密码知道，当时办知音卡是在十几年前，办卡时手机号与现在不是1个号。知音卡密码忘了！查找回知音卡密码，提示让用其他方式！
其他	新郑机场
其他	有没有出行套装
其他	你们已经侵犯了我的隐私
其他	更改航班，app会自动显示最新号码吗
其他	肯定有问题，我自己及其亲友都没有帮我订今晚21点贵阳飞北京的航班。
带物品登机	随身携带液体
其他	东方航空机票
带物品登机	2万毫安的充电宝能带上飞机吗？
其他	出票第三方
其他	为什么不会显示价格
其他	怎么看历史记录
其他	为什么会这样
其他	已经开放选座了
其他	怎么积分
其他	票号哪里查询
其他	什么航空公司有
其他	客票
其他	以前电话号码注销了
其他	可以带上飞机吗
其他	怎么使用积分
行李限额	行李两张机票重量可以叠加吗
其他	登机牌入口
其他	充电宝 使用
其他	123
其他	微信号
其他	避孕套
其他	我的积分
其他	为什么我的航旅登机没有出来
其他	明天的
其他	噢噢！！看到低价票，😭😭
其他	客票号
行李限额	南苑机场行李有什么要求
行李限额	我有二十斤蜂蜜可以带上飞机吗
其他	什么原因？
其他	我的信息被别人占用了
其他	我想问下
其他	这是选成功了吗？我不太清楚第一次搞这个
其他	经停终止旅行
其他	没有滇西
其他	取消不(;｀O´)o到
带物品登机	飞机可以带几个充电宝
带物品登机	这个人可以携带两个充电宝吗
带物品登机	液体限额
其他	怎么没有岳阳机场信息
带物品登机	防晒喷雾可随身携带吗？
其他	没办法自行删
其他	粉底液
其他	什么意思
其他	😡
带物品登机	鸡胸肉能带上飞机吗
其他	认证问题能回答吗？
行李限额	一个人的行李限额是多少？
带物品登机	飞机上可以带水吗
其他	APP上自动跳出护照，没找到在哪里选择身份证？
其他	可以使用手机吗
其他	可以带多少毫升
其他	不能提交
其他	我已认证过了呀
其他	我们一行人，有的人可以操作，我们操作不了啊
其他	有没有客服
其他	更改邮箱
其他	去英国，有什么注意事项
其他	免费升舱
其他	航班取消证明
其他	我有一个明天的飞机
其他	延误接机免费？
其他	首都机场几个航站楼
带物品登机	化妆品托运的话有没有什么规定呢
其他	同一个航班
其他	换绑邮箱
其他	怎样导出
其他	二维码登机
其他	在哪个栏目里进入潜血我的行程？
其他	为什么不能添加乘坐人？
其他	手机值机未获取旅客信息
其他	航班时间变更
其他	没看见
其他	现在这个飞机是不飞了？
其他	入境
带物品登机	你好，我的化妆品小样一共有6样，请问可以带上飞机吗？
其他	9993680390560  客票号
其他	延期怎么处理
其他	孩子14岁
其他	哈尔滨机场九元航空值机柜台在哪
其他	你好这到底是怎么回事
其他	怎么删除其他人的信息
其他	已经距离起飞不到24小时，还没接到提示？
带物品登机	充电宝可以携带多少毫安的
其他	我想问一下
其他	你好，是不是只要我订了机票，你们app里就有信息
其他	账户信息
其他	预定
其他	需要关机吗
其他	你好，这个是回乡证
其他	没有添加按钮啊
其他	是不是不能坐飞机名单的人不能用
其他	英文名是什么
其他	英语
其他	mu
其他	Dz6235
行李限额	这趟航班，随机带多少行李？
其他	机票价格监控
其他	是名字写错了，
其他	可以啊放行李么
其他	可以在飞机上听歌吗
其他	问不答题
其他	哈？
其他	厦航现在是否可用东航卡积分？
其他	烟台
带物品登机	电子烟能带上飞机吗？
其他	登机口升舱
带物品登机	洗脸仪可以带上飞机吗
其他	请问怎么帮别人安排接机
其他	怎样在系统上修改
其他	那填写在哪里填写？
带物品登机	蜂蜜1斤，不托运，随身携带，可以吗?
其他	登机牌错误
其他	已经这样操作，还是不能取消啊
其他	我8号的飞机，咋没显示
其他	您好，我不能下单？
其他	MU2195
行李限额	行李限额两件意思是可以带上飞机吗，免费吗。
其他	同行的提交了升舱服务
其他	只给别人选可以吗
其他	航旅纵横售后电话多少？
其他	操作完成不了
带物品登机	请问行李箱可以放泡沫状的浴液或洁面吗？
带物品登机	笔记本电脑可以带么
