label	text_a
189	物品遗失在飞机上
139	为什么有的作为不等选？是锁的样子？
1	别人代买的机票，可以自己付费改签么
17	请问哪里有电子发票
272	摆渡车怎么坐
3	我坐的是首都航班
2	这个APP能买机票吗？
3	国际航班呢
3	麻烦问问用着好好的
188	三年前安装心脏起搏器，能乘坐飞机吗？
3	我的行程的联系方式怎么更改
3	航旅纵横pro哪些项目需要收费？
3	航班取消了怎么办
53	我在2010年9月份乘机从厦门飞往郑州，为何行程上没有显示？
45	值机如何添加同行人
3	充电宝20800
84	我们4人同行，为什么预约值机只能3人？还有一人怎么预约值机？
2	如何订瑞丽航空的机票？
23	取消值机
49	为什么出国的航班查询不到？
56	为什么显示已开放值机 缺提取不到我的行程
23	取消值机
50	儿童做飞机要带什么证件
7	8日飞机，是否现在可以选座位
128	您好我可以调下坐位吗？
24	你好
3	？
3	退换
14	药水携带
126	在国外的航班不能添加？
26	如何两个同行人一起办理值机
3	人工
3	24寸可以吗
14	面膜可以带上飞机吗
3	联程
6	人工服务
15	怎样修改短信推送信息的手机号码
57	重量
102	在哪里找已乘航班的电子登机牌？
3	3.24453E+12
6	人工客服
14	飞机上带1罐奶粉可不可以
6	有电话客服么？
3	为何现在不能收藏航班信息了
31	最大号行李箱不超过20kg可以办理托运吗？
27	商旅口令在哪里
23	取消值机什么意思
17	为啥我的行程单申请不了
5	请问东方航空国际航班不能为同行人选座？
164	你会什么
3	乘国际航班证件什么
5	提示该航班在不支持手机选座
3	工具箱在哪
32	可以查朋友的座位马
3	15817182788  李水良
284	限制访问次数
71	药品托运
17	你好，可以开发票吗？
3	打印不了，说是代理公司的打印不了
13	你好，请问港澳台乘客可以办理网上值机么？
3	选座
136	提示系统异常
23	取消座位
4	老年人乘机有什么规定
2	如何购票
3	举报航班
74	后来就没理他了，为什么我的航旅纵横不能注册？
14	骨灰盒可以带上飞机吗
158	打印登机牌
3	中华航空
84	航旅纵横最多可以帮几个人选座
3	手机选座
50	儿童带什么取栗
3	截图
19	谢谢！我试试
59	国航国际航班免费托运行李重量
24	你好
130	请问T3机场里面是否有吸烟室
3	这是怎么回事
61	如何删除常用联系人
40	手机上已经值机，直接去安检？
23	取消我的值机
3	机票买重了怎么办
2	我们公司订的机票我现在个人买能买上同一个航班吗？
38	cz3297有餐吗
166	我的名字写错了 怎么查看是否更改
4	70岁以上老人乘飞机有什么要求？
242	为什么无法添加海航的会员卡
35	我未来的机票为什么没有显示
14	野营灯可以上飞机吗
11	怎么给儿童选座
56	行程没显示
3	我没有退票
30	查询一年订单
14	有汤的小龙虾尾可以带上飞机吗
3	302422066
57	行李限制，禁带物品
14	防晒喷雾能过安检吗
8	删除 姓名：张二愣 证件号：524683569856981452 删除原因：此身份证非现18653102101手机号机主，影响我绑定身份证号
12	如何帮别人值机
24	有人么？
13	你好！请问在航旅纵横上如何办理选座
107	我想问一下，下载了pro版，就可以看2011年的记录吗
14	即食鸡胸肉可以随身携带在飞机上吃吗？不想托运行李
11	同行小孩怎么选座
14	两部手机一个笔记本电脑和一个两万毫安充电宝可以带上飞机吗？
3	工具箱在哪里？
17	我的座位免费升为公务舱，发票是否显示为经济舱？
3	哪个位置
3	微信验证显示参数错误
21	护照怎么绑定
29	为何我的客票不能预约值机
3	身份证是正确的
74	显示认证失败
3	MU2195
194	航班取消，取消值机
17	报销费用
180	空中航线图在哪
74	护照号添加不上
3	你好西宁机场有住处吗
3	成绩证明
3	人工
22	非本人行程 无法值机
125	婴儿乘飞机
3	提交不了
3	如何切换英文
111	儿童能网上添加登机牌吗
28	我无法取消值机
23	取消我的值机
57	行李额
3	行李托运
21	怎么增加新护照
3	国际机票
3	头等舱
25	提示证件已被其他账号认可
3	儿童呢
3	亚洲航空
3	紧急
3	人工
53	为什么没有2011年以前的行程呢？
41	为什么我看不到机票的价格？
17	行程单怎么打
33	加不了
3	航班取消证明怎么打印
3	如果分享给好友
14	飞机可以带发蜡，弹力素么
2	你们网站上能定机票吗
224	如果预约wifi
1	如何退改签
3	eID
3	再查也是取消不了
14	携带液体
3	认证身份
205	飞行次数不对啊
49	为什么我在携程购买的国外航空公司机票，行程里没有显示？
60	怎么使用手机提前选座
42	港澳通行证能买机票吗
3	飞行模式
19	好的👌
83	机场电话
48	怎么还没有认证审核完成？
12	为他人选座
59	HU7605航班行李限额
5	有一张不能值机
6	人工客服
91	我要手机值机说我自己开启了行程保护无法查看行程
5	晚了五分钟，不能值机了。
42	出身份证以外证件可以取票吗
56	请问我添加了一个行程，为什么在app上查不到呢
6	我需要人工服务
172	错误码1040707是什么原因
226	怎么预定机上无线
56	你好，护照订的行程为什么没有自动导入呢？
30	未来行程要多久才能查到
2	在这可以定机票吗
55	航空电话
218	怎么租车
3	现在已经可以用新手机登录，但是选号时提示认证，但认证时提示上述情况
2	在哪购买机票
29	无法找到预定信息
11	儿童如何跟随成人值机
3	有没有退单
3	常客卡这么办
3	湿巾
1	改签机票，飞机停飞故障，从新订票，这费用谁承担
16	身份证掉了怎么坐飞机
3	会员卡
10	在哪里升仓啊？
40	我在软件值机后，可以去机场取票吗？
3	为什么会被别人抢走
42	从国外回来乘坐国内的航班，值机的时候证件用身份证还是护照？
94	航班延误赔偿
3	怎么搜索航班
208	帮其他人预约选座，但我不坐飞机
3	但是我已经收不到验证短信了
24	在吗
3	国际
63	无免费行李额怎么办托运
36	为什么我没有退票结果航旅纵横显示我已退票了
14	你好，请问生鸡蛋可以带上飞机么
14	请问可以带100毫升以下的护肤品上飞机吗
31	20寸的行李箱不用办理托运是么
29	我已完成6月4号的，为什么还是不能预约9号的值机？
3	选座
86	但是找不到界面
3	头等舱有几排？
3	忘记之前的账号
116	珠海金湾机场可以用电子登机牌吗？
14	请问尖头的镊子可以带上飞机吗
91	办理值机总提示开启行程保护
56	你好 可以添加别人的行程吗
5	你好，请问我为什么不能值机？
51	行李托运最晚什么时候
3	登机口关门了
56	这几天为何不能显示未来机票行程
3	为什么不能添加乘坐人？
24	你好
14	胰岛素可以携带吗？
3	怎么换成上一版本软件
3	该行程尚未乘坐
53	2014年的行程不能添加么
259	个人乘机凭证邮箱怎么改变
30	忘记航班，能查一下吗
134	验证码收不到
57	20寸箱子可以带上飞机吗
13	如何选座
93	航班延误，值机停办时间是否更改
3	是否可以APP软件操作？
3	人工
84	同时办理了五个手机值机，其中两个办不了，为什么？
28	只能柜台办理取消值机怎么办？
3	人工
3	多少钱
24	你好
148	电子行程单最久多久下载
54	请问今天的值机信息为什么一直没有收到
3	无线网
6	服务热线电话号码多少
247	登机时间提示错误，导致我没有登机。如何处理
12	可以帮其他人在我的手机上值机吗
3	pro
6	人工客服号码多少
3	收到航班延误通知，但你们没有通知。
3	不是同航班
24	你好
14	药品能带上飞机吗
17	打印行程单
3	请问新菜刀没用过是否算开封
153	机场贵宾厅
24	在
3	为什么倒不进来国际航班行程
5	为什么我不能给与我同行的人手机值机？
46	如何进入常用联系人
56	我没有预定机票 为什么上面显示我有要飞的行程
1	退票手续费
123	航旅纵横Pro的安卓版怎么安装
14	请问航拍无人机能带上飞机吗
3	管制刀具是什么
3	如何办理里程卡
3	如何设置登录密码
3	加了也没用啊
6	昨天到客服一直没有回复我，请问有电话号码？
65	我想取消预留座位
3	航旅纵横有卖不
12	怎么帮别人值机
23	我有一个值机想取消
11	大人已经办好值机选好座位了 但是儿童不可以值机 孩子太小两岁半不能和大人分开坐的
1	航班改签
13	我想选座
3	人工
205	怎么补登里程
3	手机上选座
13	怎么选座位
7	手机软件何时可以办理值机
58	选座位看不到飞机翅膀
148	查询行程单
8	已认证的身份证号码填写错误如何删除
3	客服没给我确定的信息将我拉出群
134	收不到短信验证码
56	你好，我在携程上订的机票，怎么导入进来选座
23	我要取消值机
37	加拿大航空可以在这个app上年值机么？
3	没有啊
33	问题解决不了，事情还一大堆
30	怎么查看全部行程
3	还有
273	补打登机证明
209	往返机票在哪里？
3	人工
32	我想查下孩子的座位号
3	？？？？
6	人工服务
3	人工
2	刚好满两岁的宝宝如何买机票
14	修眉毛的小剪刀可以带上飞机吗
9	接送机开不了发票怎么办
80	托运规定
189	您好，我的钱包遗失在客舱里了，能帮忙找一下吗？2019年7月13日昆明长水机场飞往北京的海南航空HU7112次航班
71	能托运多少牛奶
3	9.99243E+12
87	为什么预约值机和实际不一样
23	我要取消手机 值机这项功能怎么操作。
3	英文拼寫不一樣
64	是怎么扫二维码过安检
2	如何购买票
3	宠物投运
127	情趣用品可以托运吗
3	改签的费用有发票吗？
3	人工
6	客服电话多少
23	孩子值机怎样取消
38	有早餐吗
63	从西安到圣彼得堡托运估计要多少钱
23	取消我的值机，我要改签！
34	查询我预定的机票
3	工具箱在哪
85	注销账户申请
2	定不了票了吗？
61	删除联系人
56	提取行程没看到
3	网上登机牌
34	如何查询预定的机票信息
3	实时飞机轨迹
64	第一次坐飞机
7	明天从马德里到西安的Mu264为什么还没法值机？
25	我的认证一直是证件被占用
10	今天HX791香港到马累的票可以升舱吗？价格是多少？
3	人工
3	说话呀
6	需要人工服务
125	儿童乘机需要
136	手机值机，显示参数错误
3	电子登机牌
91	航班保护中是啥
11	如何帮我的宝宝值机
16	身份证没有带
28	我值机了要改票，取消值机为何总不行啊，急死了，请帮忙
3	为什么说不是本人行程
16	临时身份证机场能否办理？
3	eld
3	人工
3	飞行旅程
30	旅行团代买机票怎么查已购买
32	座位信息在哪里
5	你好！我去的行程位子选好了，回来的怎么不能选
1	KN2267这趟航班我退票需要多少钱手续费
56	我通过携程订的航班无法显示?
24	你好
32	值机完成不显示座位
3	国航知音卡密码
14	能带剃须泡沫上飞机吗
2	预定机票
3	我不会选座
3	英文名是什么
71	手机关机可以托运吗
17	发票一直不发给我
3	None
40	已经通过网上值机，还可以去换取纸质登机牌吗？
3	你们内容应该增加催促客人登机提醒
3	我绑定了EID，那过安检是不是只要出示电子登机牌就可以了？
3	化妆品呢
44	我没有买这个从拉萨到重庆的机票，为何提示我已买票并马上起飞呢？
3	为什么显示一个身份证号对应多人呢？
3	我的已经是最新版了
3	从西宁到西安的机票
3	航旅不能用了
6	你们的客服电话有没有？
7	前提多长时间可以选座位
3	凭证
3	邮件地址
55	东航北京头等舱休息室电话
5	在线值机无法办理
24	你好
64	怎么办理乘机
14	可以带液体食品么
5	航班不支持手机值机是什么意思？只能去机场值机？
3	是同班同位等级的
10	我已有17000左右里程了，可以用里程的换升仓吗
287	首汽约车订的车，钱付了，订单没有
6	人工客服
6	人工服务
98	不能添加同行人怎么办？
28	我昨天换了6个人的登机牌，都退票了，全部取消了座位，但是只有一个人现在显示还没有取消选座，而且取消不了急死人了
71	洗面奶能托运吗?
87	重新选座显示不一致
128	你好，我在系统里要值机选座，系统已经替我选了不能改。座位不好，我要重新选
84	不能为本人以为的三个人选座吗？
91	您好 请问航班保护是什么意思？
53	2010年的形程怎么查询
87	为什么我之前选的位子会被占
11	我问一下携带婴儿如何值机
28	选座无法取消
17	发票
91	相关错误是等我把验证码输完之后，进入下一步，结果显示，我的行程处于保护状态，我的详情不能被我自己查看。
63	托运费用
3	可以带上飞机吗
212	添加错行程
3	从河东机场做大巴到银川多长时间
14	带化妆品的规定
14	滑板可以带上飞机吗
122	如何获取电子客票号
3	身份证件
33	擦
109	更改证件号
55	东方航空公司客服。
98	改签后同行人添加不了了
105	绑定不了护照
3	认证证件
74	身份证认证失败
69	你好，请问别人在他下载的旅航纵横上帮我订过机票，他有我的身份证号码和名字，那在他的旅航纵横上是不是就可以查到我今后的行程记录呢？
46	常用联系人页面在哪里
49	你好，国际航班这里显示不了吗
3	用名字证件号码可以认真吗
7	SC8050航班什么时候可以网上办理值机
33	回答不能解决问题，急死了
59	请问北部湾航空行礼多少公斤内免费
57	可以带多少行李上飞机
13	工具箱的手机选座在哪里
13	怎么选座
3	3.24453E+12
3	还没有同意
1	退票
24	有人吗？
3	没有选坐
98	添加同行人要求我联系本人办理
3	是名字写错了，
3	为什么飞机都到了升舱结果还没有
3	没有购买的界面
3	是十周的小孩
28	值机被更改，无法取消😡😡😡
70	个人乘机凭证多久发送
5	为何手机不能选座
3	转机的值机
14	请问：随身携带手机充电宝的容量有什么规定？谢谢！
84	我们出行有6个人，我只能选三个人值机选座
23	hu7475怎么取消值机
80	哪些不能带上飞机
13	我想问一下，在这里选座后，去办理托运拿登机牌的时候座位和我选的是一样的吗
3	请发送一下我之前的选座记录
168	怎么办理托运
3	我的为什么不显示呢
71	学校手工锤子能办理托运吗？
152	亲 我刚注册完为什么一条飞行信息都没有呢
3	升舱位
5	为什么国际航班不能在航旅纵横上值机？每次都提示认证？
3	电话
51	航班起飞前多久可以办理值机
3	人工
122	没有登机牌 电子客票号
3	以前国际航班
56	为什么这次航班信息没提醒
19	好的谢谢了
257	升级pro
58	机舱安全出口一般在多少号
89	如何办理机票快递？
2	任何渠道买票都可以选座位么
3	下午4点多的飞机
57	每人行李限额
13	紧急通知座位能选吗
86	身份证丢了
38	经济舱有餐饮服务嘛
5	我为啥选不到坐了喃
128	怎样更换选座信息？
1	航班自己取消了行程，我怎么办
14	国内航线，液体怎么带
13	靠近安全门的位置可以值机吗？
14	充电宝可以带多少毫安的
49	国际航班没有显示
6	人工服务
80	国航飞法兰克福不可以带什么东西出入境
13	我怎样选座位呀？
69	如何用航旅纵横查询其它人的航班信息？
3	手机选座
33	这是什么回答
14	万花油可以带吗
7	请问6月6日Dz6204航班，何时开始网上值机
40	手机值机后，是不是可以直接去登机口登机？
14	飞机可以带手拿小风扇吗
3	怎么升仓
2	我想买张6月21日深圳到南京的票
5	不可以选座？
1	想要改签可以吗
14	一盒杨梅飞机能带吗？
13	我在手机上办理了值机
131	飞机晚点了，还是按照计划起飞的时间过安检吗？
71	500ml的液体可以托运嘛
74	我的认证始终通不过
3	没有常客卡号
30	如何查值机记录
3	进入常用联系人
24	你好
46	常用联系人在哪里
3	为什么我的优惠券扫码不行呢
221	有免费接机吗？
3	我已经购票成功
127	刺猬是不可以的对嘛
11	厦航小孩无法值机
3	瓶装白酒
122	电子票号怎么查
32	找不到座位号
32	怎么查别人的座位呢
3	可以带多少毫升
11	您好！为什么孩子不能和我们大人一起选座？
148	找不到行程单号
56	行程不足
106	你好 请问怎么取消送机服务订单？
3	免费升舱
3	值机需要什么信息
57	行李箱的大小有规定吗？
43	明早7:55从银川到重庆的航班CZ8048为啥不能在手机上选座
24	在吗
13	手机选座在哪里
12	帮别人值机，
17	怎么打印报销单
14	飞机上可以带新鲜的腊肉么。
63	托运行李超重怎么收费
3	麻烦尽快处理一下
3	就在你们这上面选的为啥取消不了
3	我的知音卡密码忘了，当时留的手机号变了，找回密码因手机巳变，用其他方式能找回吗？
3	超级经济舱和经济舱差价多大
3	连接失败
189	东西忘了拿，在飞机上
23	没有出现取消座位
58	为什么看不到机翼在哪？
3	已值机状态，可以进入候机大厅候机吗
3	首页服务界面在哪里
23	取消值机
60	预约座位可以值机吗？
102	手机值机后，为什么一直不显示电子登机牌
138	为什么查询到上限就查询不了了
13	你好，请问如何选座位
61	怎么删除常用联系人
42	户口本可以登机吗
3	飞行模式
13	怎么选座
3	泰国的航空怎么没有
3	案件
28	这个人的座位取消不了
3	怎么
3	登机牌
31	行李托运，随身带上飞机有何要求？
5	我本人操作提示非本人无法值机，
84	认证多少个人
244	1w毫安的充电宝需要走申报通道吗
45	如何添加其他乘客
3	乌鲁木齐机场截机时间
3	直接告诉我
71	白酒托运
31	托运重量
3	显示这，不让办理
98	同行人没有+
17	乘机凭证，发票
3	亚航
3	旧护照
3	我是已经登录了的
2	在机票搜索上，怎样买票
2	这里可以预订机票吗？
69	可以查询别人有没有订机票吗
156	接机，自动取消为何不退款
3	我去意大利的
129	为什么不能选择安全出口位置
3	国外航空公司
3	怎么回事呢
3	怎么差机票
3	为什么显示在其他渠道选的座
14	上飞机能带代煎中药吗？
51	起飞前多久停止值机
31	托运三个人一个大箱子30公斤，行吗
11	如何帮孩子值机
14	电池可以带上飞机吗
3	澳门登机手续
2	飞机票怎么买
70	我需要乘机证明你能搞定吗
3	理理我
3	人工
96	在哪里取消为别人值机
12	没有和我一起同行 可以帮忙选座位吗
91	到时间选座了，但显示航班保护中是什么意思？
6	需要人工客服
21	我想认证ElD电子身份证怎么办
145	申请了几遍群都没通过啊
6	人工客服
17	怎么获取行程单？
5	为什么无法值机
3	信息都对的
3	不显示
2	我定的21号深圳到上海的机票，为啥显示今晚的？
3	哈尔滨机场国航值机柜台在哪
6	客服电话
28	请问为什么我预约选座后的飞机 取消不了值机
210	如何查询两地间的飞行里程
72	如何在APP里添加孩子的信息
49	你好，我有7个国际航班行程，但是只显示了一个
56	手动添加行程确认
3	光大
11	怎样把儿童设置为同行人
102	电子登机牌二维码从哪获取
84	一个账号能给多少人值机选座
158	可以使用此软件取登机牌吗
17	报销凭据
15	更换手机号
3	能打电话办理吗
12	我帮家人买了两张票，我可以帮他们选做吗
72	添加联系人
67	有氧舱
24	你好
42	乘机证件有什么
16	补办身份证
65	我未办理值机？为什么系统提示已值机？
17	费用报销
33	有毒吧
32	您好 怎么看我给别人选的座位
3	😂😂😂
31	你好我有两个旅行箱一个背包可以免费托运吗
3	北京首都机场的国航值机柜台位置
3	你好，我的行程有一个不正确
16	湛江机场临时身份证办理
24	你好
158	东航值机好可以在自助机上打印登机牌吗
14	微波炉可以带上飞机吗
29	我为什么不能预约值机
24	人呢
3	下周青岛～拉萨贡嘎临沂～拉萨贡嘎济南～拉萨贡嘎哪里有
6	人工客服
199	用电子登机票时行李箱在哪托运
3	pro
3	578568
87	为什么机场控制人员要随意改我的值机座位
3	！！！！！
3	OPEN票
3	预约
155	到达目的地了，没有升舱，什么时候退款呢？
92	为什么，每次我要添加证件，都是证件格式错误
3	行程如何使用
3	航空公司发来飞机起飞时间变更
5	为什么我航班选不了座位？
3	带膏状没问题吧
14	电动牙刷能随时带吗
28	为什么不能取消值机
166	440513199710024026 陈悦燕 名字输错
27	怎样查看已经兑换的口令
3	你好，我的票号有四趟行程，但是app上只有三趟
3	水印相机在哪里？
17	请问哪里拿发票报账
85	已申请，已认证的账号可以申请注销吗
13	选座位页面在哪里
45	选座添加同行人名字的输入格式怎样？ 外国人 护煦
5	为什么不能值机选座？
3	怎么预约多人座位
13	如何选座啊
31	托运行李重量限额多少
24	在吗？
5	为什么不能手机值机呢
21	怎么绑定护照
14	充电宝可以上飞机吗
71	化妆品可以托运多少
57	行李两件，怎么算重量
58	哪个位置不会被机翼遮挡？
125	12周岁应该买儿童票还是成人票
30	查询航班hu7232
21	添加港澳通行证
37	澳门航空的可以网上选座吗
3	iPhone
3	电子登机牌
72	添加常用联系人
1	如果别人给我订票，我手机完成值机后，别人还能不能退票
12	自己不出行，为他人选座
3	HU7696
1	临时改签是不是很贵
14	发胶能带吗
81	你好，我发现航线图不准确啊
3	登机
3	哈尔滨机场
3	抓紧统一
3	电话
17	发票
13	页面哪里自助选座位
3	ZH4171
25	本人没有绑定身份证，为什么显示已经绑定过了
3	航班取消，无法更改值机状态
65	我的航班座位怎么系统自动选了
195	怎么取消或修改已认证的证件
17	机票发票
57	手提行李限额吗
14	烟草有没有数量限制
3	你好，怎么查看价格的？
16	福州长乐国际机场临时身份证办理
5	值机失败怎么办
3	化妆水
45	怎样添加同行人
23	如何取消值机
3	已经是12.2版本了
3	未开放座位前，可选多个座位吗？
23	你好，我想问一下，如果取消自助值机或者选座？
14	国内飞国内可以带多少条香烟
3	国际航班的飞行线路
3	修改常用
3	人工
84	4人不能同时选座
3	客服群 怎么把我踢出去啦
14	请问能带葡萄酒上飞机吗
17	行程单
177	同行人与主乘客是同航班但是不同舱位要怎么给公务舱的值机
6	人工客服
11	小孩有户口本，跟大人一起买的机票，怎么选座位和取机票
122	出票成功无客票号
31	托运行李体积重量说明
14	上飞机可以带几个手机
38	餐食
3	在哪里选票
123	航旅纵横PRo版怎么下载
3	添加同行人后，提示:非本人行程，不得值机。怎么办？
14	蝴蝶酥可以带上飞机嘛
46	常用联系人页在哪里找
174	如何查看照片
51	什么时候确定值机
134	验证码
14	带充电器刮胡刀能上飞机吗？
14	请问可以戴发簪上飞机吗
3	登机序号1是什么意思
161	查看同行人电子登机牌
58	如何选择靠窗位置
35	添加证件后，将要出行的计划为什么显示不了？
3	什么情况
56	如何添加行程
3	电子登记牌
3	为何会出现
3	这次改版很难用
14	坐飞机可以带多少毫升洗发水？
14	可以带玻璃鱼缸上飞机吗
182	加入钱包
128	因为值机没退，所以不能改啊
56	我的来回机票出来这么久也不显示出来
12	请问可以给别人值机吗
142	我想问下首都航空在巡航状态下可以开手机吗？
229	没有行李托运可以直接取票安检吗？
13	怎么选座位呢
3	CA788
51	你好，儿童乘坐飞机已在航旅纵横上值机，柜台打印登机牌有没有截止时间？
3	按照那个操作了，不行
102	航旅登机牌在哪里？
86	身份证丢失怎么办
31	除了托运行李外，还可以带几件行李上飞机
32	怎么看我选的座位
3	人工
128	我想变更座位
74	身份认证那个手机贴近为什么不行
32	如何查看其他人的值机情况
101	春秋航空是不是不支持值机
3	客票查询
69	能帮我查到朋友的航班信息吗
65	怎么帮别人选座预留座位
3	可以在飞机上听歌吗
7	我是9号凌晨40分从上海浦东机场起飞到布达佩斯航班什么时候可以手机值机选座
3	国外航空公司航班
128	座位是在你们app上定的，航空公司需要联系你们，更改的
3	办理里程卡
5	为什么不能手机选座
3	不是英文证件是身份证名子
125	今天孩子生日，坐飞机有惊喜吗
201	孕妇服务
29	预约值机不成功
49	国际航班不显示
40	办了值机还需要换登机牌吗
23	我要取消值机
3	为什么不能注销
6	人工服务
167	可以尽快审核吗
3	二维码登机
14	你好，乘飞机允许带白酒吗？
11	儿童票值机
3	昆明机场支持EID过安检吗
124	帮别人值机显示没有行程
71	鸡蛋能带上飞机或者托运吗
30	怎么查人家帮我订的机票。
16	身份证丢了怎么取票登机
14	日抛隐形眼镜可以带几个
144	首航JD5894飞行高度大概多高
14	电动剃须刀可以带上飞机吗
69	怎么通过姓名和身份证号查询航班信息？
13	手机选座页在哪里
16	怎么办临时身份证
17	我16号的行程，为什么还不能打印行程单
3	充电宝
125	婴儿如何购票
3	里程
56	定了机票这边怎么没有显示呢
141	常客卡是什么意思
5	為什麼不能線上值機
3	人工
12	可以帮别人值机吗？
3	噢噢！！看到低价票，😭😭
94	如何购买航班意外险或者航班延误险
39	如何确定是不是联程机票
181	儿童单独
3	怎么添加行程人
3	玩手机
23	怎么取消值机
14	洗衣粉能不能坐飞机
3	春秋怎么看不出
3	报账
3	选座
3	航班取消
3	朋友都成功了
16	身份证丢了怎么值机取票
23	取消值机
17	发票多久能到
58	HU7736机翼的位置在哪几排
6	人工服务
128	怎么改不了座位了呢
58	38K是机翼吗？
113	重庆T3投诉电话
3	个人全部行程列表
91	选座是显示信息保护
166	手机值机姓名不对
69	怎样查别人的航班信息
17	机票行程单打印
17	你好 我怎么打印行程单
102	怎么查看电子机票
2	买票点不进去？
3	说是我不能通过小横取消
3	解除他人的绑定
69	身份证号查询机票
69	如何帮别人查询预订信息
13	电脑网上怎么值机
3	是同一航班
3	eid无法开通
86	身份证丢了
109	你好，我的护照换发以后要登记新的护照号
154	未来行程删掉了，怎么找回
2	订票支付方式用微信可以吗
26	我是为家人办理的值机
30	怎么查航班
166	我输入的护照姓名 认证后名字变了 怎么回事
17	电子发票需要取票马
3	值机柜台k
49	国际航班没有显示行程吗？
13	哪里选择同人值机
3	认证出错
79	你好，请问一下，要托运可否手机上值机
33	太费劲了
3	充电宝
57	行李箱可以带上飞机吗
3	自助值机
49	你好，问下为什么行程显示不全，只显示国内航空公司
1	我需要取消航班
11	带两岁半小孩可以手机选座不
3	请问如何避免自己的行程被旧设备的使用者看到？
69	只凭身份证怎么查航班
127	拍立得可以带上飞机吗
14	西瓜能手提上飞机马
69	儿童已订机票查询
69	如何查询别人的航班
65	预留座位
114	既然不能保证我的座位，那你们提前预约值机有啥意思呢？我已经给朋友发送过座位了，现在岂不是很难看？
12	自己的账号可以帮别人选座吗？
213	常用联系人在哪里修改
115	取消值机还可以继续值机吗
5	为什么已显示值机状态，但又不能手机值机
3	有了电子登机牌怎么进站
3	选座
14	液体可以带多少
6	你电话
3	延误
12	给别人选座
13	怎样选座？
86	北京机场遗失物品电话
6	转人工
166	证件姓名怎么修改
3	预定选座
56	为什么看不见机票订单
49	国外的出行怎么查不到
3	国际航班
266	临时身份证可以取票吗
71	请问，托运可以带剪子，螺丝刀，钳子之类的东西吗？
60	预约座位
5	福州到香港的机票不可以值机吗
115	取消值机后可以接着选择吗
3	非本人身份证
3	多少毫升
14	携带吉他登机
13	阜阳飞往昆明的飞机可以网上值机吗
14	奶粉带上飞机需要打开查验吗
3	我想问一下
5	我怎么不能手机选座
30	麻烦问下，有身份证号码和电话号码可以查询航班信息吗
3	客票号
16	身份证丢了，明天能上飞机吗
26	我怎么帮朋友值机
3	QR1409
11	为什么选不了同行孩子的座位
96	如何取消添加的同行人？
6	人工客服电话号码
1	我现在要退票推不掉，是携程网订的，在航宇纵横上手机值机的
3	客服
51	是不是还没到网上选座时间，不能提前办理值机？
3	第一次用你们的软件，不太了解
56	关注列表里的航班没了
14	6寸生日蛋糕可以带上飞机么
91	你好！请问7月16日海航7304航班什么时间才开放选座，目前我看到的信息是“航班保护中”。谢谢！
37	广州到柬埔寨的航班可以选座吗
3	工具箱在哪里
49	我的行程记录 只有中国的。其他国家的记录。怎么找到
12	我想帮我妈妈值机
3	带婴儿坐哪个位置好
6	人工服务
56	有些行程没有显示
216	已经结束行程，却提示该行程尚未乘坐
3	咋回事
20	飞行记录
24	您好
38	你好，怎么看自己机票有无餐
208	我给家人定的机票，想提前选座位，怎么操作？
3	CZ
3	空中模式
12	我要如何帮别人值机选座
14	周黑鸭能带上飞机吗
3	什么时候能知道预约的座位有没有选中
3	新郑机场
3	察寻
21	如何认证？
3	人工吗？
175	到机场客服处租轮椅吗？
32	我选择座位后再次登录不显示有座位号
187	客票监控
67	如何申请有氧仓？
3	这么认证
3	人工
24	你好
3	记不住电子客票
7	13:05从太原飞往珠海的航班怎么没不开放选座位呢
57	我的箱子可以上飞机吗
7	怎样才知道已经开始选择座位了
66	里程兑换
3	里程卡
81	请问能添加国际航班路线图么
12	可以帮别人选座位吗？
104	资料认证姓名是对的，值机的姓名是错的，怎么办
3	香港人
57	登机箱是多大
3	手机开机
240	可以购买旅豆吗？
23	没有取消座位按钮
51	可以提前托运行李吗
56	为什么看不到行程
16	未带身份证
139	为什么有的座位是锁定的
6	有没有电话咨询
252	雷暴天气
3	已经最新版本
3	下飞机到取完行李需要好久？
3	之前手机号忘记怎么办
190	我想问下那个常客卡怎么办理
3	请尽快处理
11	为什么和成人一起添加值机，儿童显示航班不同？FM821
3	能不能听明白话？！
3	我看到公务舱有空位，为什么升舱不成功
3	工具箱在哪里
3	自己不能添加，必须由你们来修改
3	取消不(;｀O´)o到
71	托运液体
71	喷雾可以托运吗
3	证件格式
3	办理托运
17	发票报销
31	行李托运有件数要求吗
2	如何订机票
6	客服电话号码是多少
17	行程单
3	手机选坐
51	预约值机，需要多久位置能确定
109	：换新护照信息怎么处理？
3	普通版和pro版本
53	如何退升舱
0	如何修改同行人信息
6	有人工接听电话号码吗？
3	值机
109	更换身份认证
126	为什么没有办法手动加入行程
13	我要取消给别的值机，提示在工具箱操作，怎么找不到工具箱
42	eID电子身份证乘机
171	预约值机在哪取消
3	电子登机牌支持
12	怎么查看帮别人的选座
5	为什么无法值机
37	坐厦门航空回国可以手机值机吗
174	怎么不能拍照
3	我的姓是徐xu
3	怎么操作
3	已经出行的登机牌
5	为什么手机不能值机？？
65	我没有值机，为什么自动值机了呢
14	真空抽气泵可以带上飞机吗
14	可以带腊肉吗
46	如何查看常用联系人
131	飞机延误
2	如果帮助别人买票
13	请问我想值机选座
