label	content
退票、改签	改签
乘机证件相关_成年人	护照乘坐飞机
机票---预订机票	怎样买票
登机流程	登机规定
打招呼	你好
其他	提现选座
行李限额	免费行李额
婴儿乘机	儿童乘机需要
其他	？
其他	人工
其他	工具箱在哪
机票---预订机票	为什么不能买机票
通用---咨询客服电话	你们电话多少
带物品登机	上飞机的时候可以带水果吗
行李限额	携带行李箱重量
如何补打登机牌	机票丢失怎么补办
什么是常客卡	什么是常客卡
飞机上能否使用手机	手机要关机么
认证-注销账号	注销账号
值机详情-未开放选座、什么时间开放选座	开放选座预约选座没有自动办理
打招呼	您好
其他	行程证明
带物品登机	可以带锂电池吗
其他	又快捷通道么
其他	8.33453E+12
带物品登机	蜂蜜坐飞机可以吗？
值机-值机选座失败	我本人操作提示非本人无法值机，
登录-忘记密码	已经注册，忘记密码
获取延误证明	航班晚点凭证
手机值机---为自己值机索引	在线值机后如何办理登机手续
其他	升舱一直显示等待中
其他	怎么为同行人预约
接送机---如何申请接送机发票	接送机发票
其他	电子票号只有十一位
其他	儿童
行李托运物品要求	带肝素针剂托运要医生证明是吗
临时乘机证明办理	临时登机证明
不显示未来行程	我的航旅纵横上怎么没有收到未来行程
兑换中心---查找兑换口令	口令忘了，在哪里可以看到
抱怨	怎么投诉
【提取】行程缺失-如何手添	怎么添加亲属行程
其他	按照那个操作了，不行
其他	急
未显示国际行程	国际间的航班不能显示？
其他	302422066
带物品登机	可以带酒吗
通用---咨询客服电话	客服电话
其他	安卓pro版
【隐私规则】查询他人行程	如何添加其他乘客的行程呢
打招呼	你好
带物品登机	辣椒酱能不能带上飞机
打招呼	你好
证件---修改证件	修改不了证件
行程-索要发票、行程单等	行程单
行李限额	我26寸的箱子可以拿上飞机吗
机票验真流程	机票验真
其他	飞行模式
打招呼	您好
无法取消值机	无法取消值机
获取延误证明	延误证明
行李限额	行李限额
他人值机-部分航司儿童不支持办理	我已经选好飞机座位，小孩子的没添加然后该怎么选
手机值机---为自己值机索引	如何选座
取消值机-如何取消值机	您好 我想取消手机值机
未显示国际行程	我乘坐的俄罗斯航空 为什么不显示
临时乘机证明办理	身份证丢了，明天能上飞机吗
其他	手机值机
其他	E60665707
其他	那个选项
其他	选座较舒适
询问机翼、靠窗位置	怎么看挨着窗户
【提取】出现了非本人购票的航班	没有改退，显示非本人行程
其他	人工
行李超重	请问行李超重怎么办？
机票---预订机票	怎样购票
登机、过检时间	托运时间
带物品登机	飞机能带海鲜吗
机票---预订机票	怎么订票
他人值机-部分航司儿童不支持办理	东方航空可以儿童选座吗～
带物品登机	飞机上可以携带避孕套吗？
通用---咨询客服电话	有人工客服嘛
打招呼	你好
其他	国际航班
带物品登机	充电宝可以带多大
值机详情-未开放选座、什么时间开放选座	现在不能手机值机呢？
如何看海拔高度	从哪里看飞行多高
打招呼	你好
其他	有遣返第一时间告诉
无法认证	我的证件之前在另一个手机上登录过，我现在换手机了，怎么操作？一直显示我不能认证
带物品登机	可以带几条香烟
打招呼	你好
如何查看行程	在别的地方买票能在这上面看到吗
退票、改签	网上值机了，如何取消机票
如何获取电子登机牌	手机值机后，为什么一直不显示电子登机牌
接送机---如何预订接送机服务	接送机服务
其他	CZ3464
值机-值机选座失败	为什么我不能值机
其他	电子登机牌
临时乘机证明办理	大连周水子机场临时身份证办理
其他	我没有定过这张机票啊
退票、改签	退票联系那里
如何查看行程	丽江三义机场出场航班怎么查询
退票、改签	取消行程
通用---咨询客服电话	客服电话
打招呼	你好
行程-索要发票、行程单等	机票发票在哪里打
行李托运物品要求	喷雾能托运么？
取消值机-如何取消值机	请帮我取消值机
其他	升舱功能
如何查看行程	别人帮忙买的机票可以查到？
值机-如何为同行人办理值机	请问我值机要值多人的，怎么弄
QQ群进不去	已申请加群，请通过
手机值机---为自己值机索引	怎么选座位
其他	电子客票
结束语	谢谢
打招呼	你好
行程无法添加	无法添加行程
【其他】怎么取消自动发送乘机证明	如何取消个人乘机凭证的邮件接受功能？
其他	行李
其他	国际航班
如何更改语言	更改语言
其他	如何快速验证
遗失物品	身份证丢失
其他	升舱
【隐私规则】查询他人行程	怎么查自己的身份证是否订了机票
其他	人工
其他	是在航班前24小时办理，但是显示没有行程，号码什么的都是正确的
航班详情-拥挤度的意思	航班拥挤度
其他	人工
行李中转	福州到宜昌，宜昌中转到曹家堡要提取托运行李吗
常用联系人的页面在哪里	常用联系人页在哪里找
通用---咨询客服电话	人工服务
中转机场是否包住宿	航班因天气更改到第二天，航班公司是否会安排当晚住宿？
取消值机-如何取消值机	取消值机
行李中转	黑头铲可以去带上飞机吗
提交技术尽快排除、关于系统bug问题	为什么值机一直显示网络超时
取消值机-如何取消值机	取消选座
认证-如何认证	怎么添加其他证件
乘机证件相关_未成年人	幼儿有身份证还需要出生证明登机吗？
临时乘机证明办理	临时登机这名
如何查看电子行程单	电子行程单
行李托运限额	国际航空行李托运多少斤免费
其他	人工
其他	？
航司电话	请问西部航空客服电话多少？
手机值机---为自己值机索引	如何值机国际航空
行李托运物品要求	游戏机可以托运吗
如何查看行程	订单在哪里可以看？
什么是值机	值机是什么
退票、改签	去年买的票没使用，可以退吗？
机票---预订机票	在机票搜索上，怎样买票
值机-如何为同行人办理值机	我是为家人办理的值机
无法取消值机	为什么取消不了值机
打招呼	有人吗
行李限额	这个航班可以免费小行李箱吗
行李限额	行李限额
行程-索要发票、行程单等	我们需要电子机票行程单
他人值机-部分航司儿童不支持办理	请问如何帮孩子一起选座？四川航空的机票，成都飞温哥华
值机-同行人添加数量限制	同行三人网上选坐，名字后面没有+号
其他	CA976
取消值机-如何取消值机	取消选座
其他	刚才的问答记录在哪里呀？
带物品登机	上飞机可以带几个手机
其他	Open 票
打招呼	在吧
打招呼	您好
其他	我想开通电子证照提示设备不支持NFC什么意思
其他	eid读卡失败
机票---预订机票	订票在哪页面
其他	为什么
姓名-认证非本人	别人绑定我身份证
如何查看行程	可以查我以前的航班吗
退票、改签	预约座位影不影响改签退票
如何进入飞行模式	飞行模式怎么开
延误险	保险
其他	我在你们软件上值机显示已值机  但是在航司app上显示没有值机 只有座位选了
其他	怎么关联他人
其他	玩具枪
修改英文名	英文名与中文名不匹配
手机值机---为自己值机索引	工具箱的手机选座在哪里
通用---咨询客服电话	客服电话
账号在其他客户端登录	用手机号登陆，显示身份证已被其他账号登陆
取消值机-如何为自己变更座位	值机后可以改座吗
认证-注销账号	我要注销此账号
无法取消值机	值机取消不了怎么办
其他	人工
未显示国际行程	为什么我的国际航班行程没有显示
其他	有两个未飞的行程，都可以选座吗？
行李托运物品要求	酒曲可以托运吗？
【提取】出现了非本人购票的航班	没有买机票，为何显示登机提醒！？
机票---预订机票	如何订票
什么是值机	你好！请问：我是7月17日的机票航旅纵横已显示已值机是什么意思？
通用---咨询客服电话	客服电话可以给我一个吗
其他	春秋航空行程
值机-如何为同行人办理值机	我如何帮朋友值机
带物品登机	飞机能带水么
手机值机---为自己值机索引	怎么选座
其他	机票丢失怎么办
其他	 删除
值机-值机选座失败	为什么我不能办理值机？
【提取】认证后未提取出行程	亲 我刚注册完为什么一条飞行信息都没有呢
其他	人工电话
贵宾厅	机场贵宾厅
【隐私规则】查询他人行程	如何查别人帮定的国际机票
如何查看行程	怎么查询自己的返程机票
【手添】如何手添误删行程	不小心删除了行程
带物品登机	白酒如何携带
其他	美兰机场
行李托运物品要求	托运能带多少液体
退票、改签	临时被通知航班取消，请问如何改签
抱怨	我跟你们反馈了半天有用吗？
通用---咨询客服电话	人工服务
其他	怎么可以更为13621806347
登机、过检时间	最晚什么时候办托运
取消值机-如何取消值机	取消值机
其他	身份证认证
行李限额	可以同时携带一个行李箱和书包登机吗？
其他	工具箱在哪里
延误险	有没有航空延误险
其他	3.24367E+12
抱怨	垃圾
手机值机---为自己值机索引	如何选位？
其他	这是没有购票的意思么
通用---咨询客服电话	客服电话
打招呼	你好
值机详情-未开放选座、什么时间开放选座	13:05从太原飞往珠海的航班怎么没不开放选座位呢
其他	你好，我自己注册了航旅纵横，别人有我的身份证照片，也能用我的证件她的手机号码注册吗，能随时看到我的行程吗
其他	航旅纵横pro
行李携带须知	不准携带物品
其他	回答啊
他人值机-部分航司儿童不支持办理	儿童座位怎么值机
退票、改签	机票可不可以退
行李托运物品要求	行李托运能托运酒吗
带物品登机	气垫粉底可以带上飞机么
升舱如何退款	我的航班取消了，我临时升舱的钱什么时间退还
值机记录-查看自己、他人、同行人的座位	我已值机，行程里怎么不显示座位号呢
无法认证	我的为啥认证不了呢
其他	两张机票同一个航班
未接机如何退款	我昨天在你们这儿订的接机服务，结果首汽约车司机没有来接我，害我动车晚点在杭州多住了一晚，但司机钱已经收了，联系首汽约车客服，说要找你们处理，这事该怎么办
无法取消值机	值机取消不了
其他	从哪个口进最近
其他	绑定手机号
值机-值机选座失败	你好，请问我为什么不能值机？
账户信息-获取不到验证码	收不到验证码
其他	认证成功，就是有这个行程吗
如何查看电子行程单	电子行程单
航班群	飞机群怎么进啊
无法取消值机	为什么我不能取消座位
询问机翼、靠窗位置	靠窗位置
其他	工具箱在哪里
提交技术尽快排除、关于系统bug问题	预约值机连接超时
行程验真	为什么无法行程验真
手机值机---为自己值机索引	国际航班手机值机
其他	哪些旅客不能在航旅纵横办理？
临时乘机证明办理	没带身份证怎么办
行李托运限额	行李托运多少斤是免费的
航司是否支持手机值机	国际航班可以选座吗
其他	如何写航班点评？
其他	上面的问题可以回答吗？
其他	选不出来呢
带物品登机	真空抽气泵可以带上飞机吗
通用---咨询客服电话	客服电话
他人值机-部分航司儿童不支持办理	怎么把小孩选座位加在大人上
具体开放哪些座位	为什么前十排选不到
其他	工具箱
其他	人工
其他	😓😓😓
登机、过检时间	飞机延误了2小时，可以晚点去安检吗？
手机值机---为自己值机索引	怎么选座
如何办理升舱	怎么升舱
延误险	延误险
手机值机---为自己值机索引	如何选座位
行程-索要发票、行程单等	我的报销凭证何时邮寄回来
证件---修改证件	修改认证
其他	登机牌
值机-如何为同行人办理值机	用我的手机为别人订机票不能值机吗
其他	值机
【提取】行程缺失-如何手添	我也没有购票凭证呀，能告诉我不显示行程的原因吗？？？？
行程-索要发票、行程单等	发票什么时候寄过来给我
其他	未支付订单在哪？
其他	网上值机的
通用---咨询客服电话	有客服电话吗
取消值机-如何取消值机	怎么取消值机
携带物品要求	电动剃须刀必须托运吗
其他	为什么会说非本人行程？明明是本人
其他	为什么我验证不了
通用---咨询客服电话	人工客服电话
登机牌---如何打印登机牌？	一个二维码可以几个人一起过嘛
通用---咨询客服电话	人工服务
他人值机-部分航司儿童不支持办理	我的孩子怎么一起手机值机？
取消值机-如何为自己变更座位	调换座位
行李限额	国际航班行李限额
其他	儿童
如何查看行程	同事帮忙订的航班，能查到航班号吗
打招呼	你好
其他	人工
证件&姓名-添加他人证件	可以添加其他人的证件吗？
结束语	好的👌
其他	航线图怎么换颜色呀
其他	有变登机口嘛
【隐私规则】查询他人行程	你好可以查询其他人的机票么？
其他	电子登机牌
乘机证件相关_成年人	乘机证件有哪些
值机-值机选座失败	为什么我办理不了手机值机了？
【提取】行程缺失-如何手添	之前的行程还可以导入吗
值机-值机选座失败	为什么不能选座位呀？谢谢
如何添加同行人	实时选座如何添加同行人
机票验真流程	机票验真
值机-如何为同行人办理值机	我在手机里为家人买的飞机票怎样可以帮忙选座位呀？
取消值机-如何取消值机	值机如何取消
其他	乘机
通用---咨询客服电话	人工客服
手机值机---为自己值机索引	从哪了选座位
登机、过检时间	可以提前办理机票和登机牌那些吗
【提取】行程缺失-如何手添	护照上的行程为何没有提取出来
带物品登机	我带120润肤水和120乳可以带飞机上吗
其他	如何加其他人
行程-索要发票、行程单等	行程单如何打印
电子登机牌与纸质登机牌	你好 请问值机了 就不要拿票登机了嘛
行李超重	行里超重怎么办
如何添加同行人	手机值机如何添加同行人
退票、改签	退票
通用---咨询客服电话	人工客服？
其他	😄
失物招领	失物招领
其他	怎么申请？
预约选座失败	为什么无法预约值机了
通用---咨询客服电话	请问有人工服务电话吗？
其他	海南航空常客卡
未显示国际行程	你好我的日本机票怎么不显示
取消值机-如何取消值机	取消值机
行程-索要发票、行程单等	行程单补办
行李限额	首航行李超出7kg怎么办
其他	洗发水
机场电话	机场电话
如何添加常用联系人	如何添加常用联系人
如何获取别人的电子登机牌	你好我的号可以帮别人办理登机牌吗？
无法认证	护照号添加不上
值机-值机选座失败	为什么值机不成功
打招呼	在吗
其他	人工吗
旅豆的作用	旅豆干什么用？
其他	100ml是多少
其他	姓名和证件有误
无法取消值机	为什么值机取消不了？
其他	航班取消钱会退么？
带物品登机	可以携带多大容量的充电宝
临时乘机证明办理	临时身份证明
如何获取电子登机牌	航旅登机牌在哪里？
行程-索要发票、行程单等	如何查看发票快递信息
其他	航班取消
其他	pro
带物品登机	电池显示2.0Ah，可以上飞机吗
如何更新热力图	飞行轨迹怎么同步热力图
机票---预订机票	怎么订票？
其他	784-4596910141
值机-同行人添加数量限制	能添加几个同行人？
闲聊	你是谁做的
退票、改签	飞机突然变更到达站了。本来浦东，现在虹桥。我买的联航一套票，中间就间隔两小时，时间太紧了。想退票，请问如何申请退票可以获得最大限度的退款。
值机记录-查看自己、他人、同行人的座位	两个人同时预选座位，我怎么看同行人是否已值机？
带物品登机	真空泵可以携带吗
其他	拒绝添加
其他	行程显示出错
取消值机-如何取消值机	如何取消值机
其他	人工
其他	信息校验失败，请前往柜台办理
取消值机-如何取消值机	取消值机
值机详情-未开放选座、什么时间开放选座	手机值机提前多久
证件---修改证件	修改证件信息
其他	登机牌换不了了呢现在？
其他	这是什么意思
接送机服务取消流程	我预定接机，现在航班取消，如何处理
打招呼	有人在吗
退票、改签	你好，我手机想把今天的机票取消，怎么取消不了了呢
通用---咨询客服电话	人工服务
值机详情-未开放选座、什么时间开放选座	我今天手机值机，结果显示，我出现了行程的保护，但是我并没有开启，不知道是为什么不能值机。
无法取消值机	小朋友的值机无法取消是怎么回事
其他	机冀
行李托运物品要求	手机电池可以托运嘛。
接送机---如何申请接送机发票	接机首汽约车开发票
如何查看行程	怎么查我的机票
其他	取机票
其他	人工
带物品登机	发蜡可以带么
其他	为什么行里纵横下载了以后不能注册？
其他	工具箱
其他	账号不能实名
其他	我有紧急情况
如何查看行程	怎么查到我定的国际机票
其他	1
其他	身份证号是对的
其他	飞行速度
其他	如何添加小朋友信息
机场电话	机场电话
账户信息-获取不到验证码	值机，手机验证码一直收不到
无法取消值机	无法取消座位
预约值机-支持哪些行程	为什么没有查到可预约值机的行程
行李托运物品要求	喷雾可以托运吗
登机、过检时间	登机牌最早可以提前多久办理?
姓名-认证非本人	证件已经被其他账号认证了
电子登机牌与纸质登机牌	我这有电子票了还要取票嘛
值机-同行人添加数量限制	不能为本人以为的三个人选座吗？
未显示国际行程	为什么我从巴厘岛回来的行程没有显示
航班详情-拥挤度的意思	拥挤度
打招呼	你好
抱怨	国航也不行
其他	川航A330座位分布图
航司电话	怎么联系自己乘坐的航空公司
修改中文名	我改名字了
其他	人工
打招呼	你好
打招呼	你好
【手添】催促审核进度	添加行程要审核多久
其他	马上飞了，但是升舱不成功
【提取】行程缺失-如何手添	添加行程
其他	积分咋还没到
行李携带须知	国际航班托运规定
航班保护中	我要手机值机说我自己开启了行程保护无法查看行程
其他	全部行程
其他	zai
通用---咨询客服电话	客服热线
如何获取电子登机牌	电子登机牌在哪里查看
修改英文名	另外原来登记的护照名字英文写错了
值机-值机选座失败	值机取不了
退票、改签	退票
打招呼	你好
证件-无法添加新证件	证件添加不了
手机值机---为自己值机索引	怎么选座
带物品登机	酵素粉末带上飞机
其他	这种情况是什么意思
退票、改签	我要退票
其他	你好，有一个入境卡填写的样表，请问在哪个功能里？
打招呼	你好
询问机翼、靠窗位置	选座位看不到飞机翅膀
其他	答复问题需要多长时间？问题已经问30分钟了。
其他	人工电话
打招呼	在吗
退票、改签	你好，如何改签
接送机---如何申请接送机发票	我的神州专车发票怎么开？
如何添加同行人	同行人添加？
其他	low
航班保护中	航班保护不能在线值机
其他	请批准
其他	身体不适
乘机证件相关_身份证过期	购买机票的身份证过期
航班动态咨询---其他	想查一下这个身份证啥时候起飞
【提取】行程缺失-如何手添	行程缺失
带物品登机	飞机上可以带水果吗
其他	选座位
取消值机后是否可以重新值机	可不可以取消值机，重新办理
其他	长沙黄花机场有几个登机口
【提取】行程缺失-如何手添	国内行程会自动导入嘛
打招呼	你好
其他	选座
行程-索要发票、行程单等	接机行程单
其他	为啥消息通知不显示了
其他	电子设备
其他	人工
订餐	旅客在机场临时申请特殊餐食要提前多长时间
如何查看行程	怎么查看自己买的是不是里程票
如何预约选座	如何预约选座
行程-索要发票、行程单等	电子发票
手机值机---为自己值机索引	来回航班怎么值机？
带物品登机	去阿拉伯，可以带头疼药，止痛吗？
航司电话	山东航空联系电话
取消值机-如何取消值机	怎么样取消值机
带物品登机	国内航线，液体怎么带
通用---咨询客服电话	人工客服
其他	微信
值机-值机选座失败	亲，可以值机，但是为啥走的座位还是选不了
行程-索要发票、行程单等	你好，怎么样打印行程单
【提取】行程缺失-如何手添	你好。为什么我新买的航班信息在行程里面不显示。过了好几天了。公司给买的票，我这没有购票码，不能手动添加。请问有别的办法吗？
带物品登机	你好，我想问一下罗马式20000毫安能带么
手机值机---为自己值机索引	第一次坐飞机可以在APP 上选座位吗？
行程-索要发票、行程单等	你好，这个发票是在哪里申请？
其他	学生票
他人值机-部分航司儿童不支持办理	小孩可以选择座位号吗？
未显示国际行程	你好，你们这系统为何没有显示国际航班预订信息？
其他	怎样查看行李不含在机票
无法取消值机	我儿童值机取消了，为什么大人还不行
其他	大连机场42登机口在哪儿
【提取】行程缺失-如何手添	下面的机票为啥没显示
常用联系人的页面在哪里	常用联系人在哪
【提取】行程缺失-如何手添	我通过携程买的机票这里都有显示，但是我通过旅游团的机票为什么这里没有显示
修改中文名	440513199710024026 陈悦燕 名字输错
如何获取别人的电子登机牌	已经选好座的同行人，如何为其办理电子登机牌
带物品登机	请问充电宝登机规定
打招呼	hi
航班保护中	怎么关闭行程保护
抱怨	没有解决问题
值机详情-未开放选座、什么时间开放选座	网上值机选座几点可以
【提取】行程缺失-如何手添	怎么看不到机票和座位？
其他	能邮寄吗
其他	航班取消了为什么没有通知
航班动态咨询---其他	但是我找不到那个代理机票的点也没有时间到那个机场怎么搞啊？
其他	为什么始终验证不能通过
无法取消值机	我的儿童已经取消值机了，为什么我的还是不能取消
其他	有半套票没用今天为什么要到今天到期
其他	6^[&]
其他	6.61231E+12
遗失物品	身份证丢了
其他	值机
其他	工具箱在哪找
其他	人工
其他	化妆品
机场--如何查看机场雷达、交通、大屏、地图	我换了机场雷达卷，但找不到可以打开的地方
手机值机---为自己值机索引	怎么在手机上选座
无法取消值机	取消值机不成功，收不到短信验证怎么办
值机-如何为同行人办理值机	我自己可以选坐，为何帮朋友选择，就这个提示
其他	如何增加关注人
通用---咨询客服电话	转人工
遗失物品	北京遗失物品电话
订餐	如何订餐？
登机牌---如何打印登机牌？	怎样打印纸质登机牌
机票---预订机票	怎么订机票
其他	有了凭证
其他	已经是12.2版本了
托运流程	如何取托运的行李
行李托运限额	托运行李体积重量说明
临时乘机证明办理	没有身份证怎么办
其他	升舱
其他	行程
其他	成都国际机场的值机柜台在哪里
行程-索要发票、行程单等	发票多久能到
其他	选座位
【提取】行程缺失-如何手添	我今天的行程怎么看不见
其他	我知道服务电话，就是打不通，怎么办？
其他	充电宝
【隐私规则】行程提取时间	PRO版不显示2011～2015.01的行程，有办法解决么？
其他	我这个很急的
航司是否支持手机值机	国际航班可以值机吗
行程-索要发票、行程单等	行程单
其他	充电宝
其他	升舱
打招呼	你好
取消值机-非本人操作被变更座位	我选完的座位被占用了
取消值机-如何取消值机	我不想让你们办理值机
其他	手机
其他	那么，我的为什么才能选3个？
【提取】出现了非本人购票的航班	为什么我没有买机票，却提示我今晚有航班
行李限额	24寸箱子可以带上飞机么
行李托运物品要求	牙膏可以托运吗
其他	飞行模式
其他	？
抱怨	你好，回答我的问题。请你
通用---咨询客服电话	客服电话多少
【隐私规则】行程提取时间	以前的航班没有记录
行李托运物品要求	电脑可以托运么
乘机证件相关_成年人	户口本可以登机吗
登录-忘记密码	原始密码
带物品登机	充电宝多少毫安可以带？
延误、取消	飞机延误吗？
抱怨	我提的问题为什么不回答呢？
退票、改签	怎么改签或者退票
座位标志说明	预约的值机被强制解锁换成别人了
结束语	谢谢！我试试
其他	如何获取随行人员的客票信息
登机、过检时间	飞机延误值机时间会延后么
其他	工具箱在哪
如何获取电子登机牌	已经办理值机，但是二维码登机牌在哪里
手机值机---为自己值机索引	怎样选座？
打招呼	你好
无法取消值机	手机值机的取消不了
行李超重	自己买行李额多少钱
其他	没反应
修改中文名	变更姓名
其他	无行程显示
行程-索要发票、行程单等	上周我刚刚出差去广州，我需要获取从三亚到广州再从广州回三亚的行程单，如何获得
其他	无纸登机
手机值机---为自己值机索引	怎么选择飞机座位？
其他	人工
婴儿乘机	婴儿坐飞机
航班动态咨询---其他	航班为什么会取消
其他	查看飞行大事记
值机记录-查看自己、他人、同行人的座位	我选择座位后再次登录不显示有座位号
行李超重	购买行李额
其他	我想把前面的行程，积分补登，该怎么做
航班详情-拥挤度的意思	航班拥挤度
取消值机-如何取消值机	帮取消值机
带物品登机	日本成田机场到上海浦东机场，能带几条烟啊？
婴儿乘机	不支持婴儿票的在哪里购买
值机详情-座位被预留	在哪里可以自动选座
其他	能不能取消座位偏好设置
手机值机---为自己值机索引	工具箱手机选座卡片在哪
机票---预订机票	请问在这个APP上可以购票吗
行程-索要发票、行程单等	我的乘机发票什么时候能收到？
行李托运限额	国际航班免费托运行李重量
其他	航班取消什么时候会取消状态
认证-如何认证	你好，问一下，我之前注册的账号没用了，忘记了，怎么办
其他	有问题咨询加哪个咨询
其他	没有显示选座标志
无法取消值机	我无法取消值机
通用---咨询客服电话	人工服务
值机记录-变更或取消他人的座位	怎么取消他人值机
取消值机后是否可以重新值机	您好 取消值机后 可以重新值机吗
其他	上次发了一个一年的最什么什么的，怎么的能找到啊
带物品登机	可以带多少条香烟上飞机
其他	凤凰知音
其他	qw6054座位图
退票、改签	别人代买的机票，可以自己付费改签么
行李限额	手提行李额
值机详情-未开放选座、什么时间开放选座	你好什么时候可以选座位呀
其他	行李
预约选座失败	为什么不能预约值机
其他	人工
其他	u
手机值机是否还需取票	手机值机以后，还可以打印登机牌吗
如何预约选座	上海航空可以提前选座吗
通用---咨询客服电话	客服电话是多少号
接送机---如何申请接送机发票	接送机发票问题
值机详情-未开放选座、什么时间开放选座	明天从马德里到西安的Mu264为什么还没法值机？
其他	凭证号码是什么号码
其他	会员卡
航班动态咨询---其他	武汉到拉萨的机票，可以在航旅纵横中买吗？
其他	候补机票
带物品登机	菠萝蜜可以带吗
行程-索要发票、行程单等	行程单怎么打印
其他	人工
其他	托运行李箱
航班动态咨询---其他	你好，现在查看不到航班动态了吗？
值机-同行人添加数量限制	为什么手机值机只能值3个人？
其他	人工
其他	在线选座
值机-值机选座失败	为什么明天早上的航班现在还无法值机
失物招领	南京禄口国际机场失物招领
登机、过检时间	我是三点半的机票，现在到机场了还没有取票，还要行李托运，时间来得及那
打招呼	你好
无法取消值机	还是取消不了值机啊
无法认证	您好，为什么认证总是失败啊
其他	网络错误是怎么回事
打招呼	你好
其他	行李
值机详情-座位被预留	预留座是什么意思？
查询预约座位	值机预约记录
询问机翼、靠窗位置	请问空客320的机翼在哪里
乘机证件相关_未成年人	婴儿登记需要的证件？
机票---预订机票	如何购票
带物品登机	止汗露可随身带吧
带物品登机	蒸汽眼罩可以带上飞机吗
行李托运限额	托运的行李箱 有体积要求吗
行李托运物品要求	可以托运白酒吗？
【提取】行程缺失-如何手添	原来的行程怎么没有统计呢
【手添】手添成功的行程不显示	手动添加了行程。还是不显示？
【提取】行程缺失-如何手添	身份验证没有行程
其他	id
修改中文名	只需要修改认证的身份证名字
打招呼	你好
通用---咨询客服电话	有人工客服吗
打招呼	你好
其他	Open
其他	给的办理登记牌位置不对
其他	常客卡
其他	人工
航司是否支持手机值机	国际航班可以手机值机吗
行程-索要发票、行程单等	我的座位免费升为公务舱，发票是否显示为经济舱？
带物品登机	请问可以带打火机吗
其他	人工
其他	订酒店从哪里下单？
【隐私规则】查询他人行程	我给小孩订票，小孩的行程怎么看？
其他	行李托运
【提取】行程缺失-如何手添	行程不足
其他	？
值机-同行人添加数量限制	能不能预约2个人的座位
认证-如何认证	认证身份证和名字有误怎么办
常用联系人的页面在哪里	常用联系人页入口在哪里
退票、改签	出票失败什么时候退钱
其他	办理直机时，姓、名颠倒了怎么办呢？
行李限额	随身携带行李规定
他人值机-2天内无可办理的行程	你好，在为别人手机值机时提示未找到两天内可办理行程是什么原因
航司是否支持手机值机	MU8889明天浦东飞美国西雅图的航班有网上值机办理么？
通用---咨询客服电话	人工服务
其他	登机牌
带物品登机	腊肉可以带吗？
其他	Middle name
通用---咨询客服电话	人工客服
其他	手机值机选座问题
退票、改签	退票
登机、过检时间	SC8050航班什么时候可以值机
手机值机---为自己值机索引	选座在哪个页面
其他	信息提示
值机详情-未开放选座、什么时间开放选座	提前几天选座
其他	18092604988
其他	人工
带物品登机	水果拼盘可以带上飞机吗
通用---咨询客服电话	人工服务
订餐	餐食
航班保护中	怎么关掉行程保护
【提取】出现了非本人购票的航班	我没有买这个从拉萨到重庆的机票，为何提示我已买票并马上起飞呢？
未显示国际行程	国际航班不显示
打招呼	你好
如何修改同行人信息	怎么更改值机的人员信息
遗失物品	身份证丢了
通用---咨询客服电话	客服电话
【提取】行程缺失-如何手添	我是在注册航旅纵横之前买的机票、为什么注册完之后机票没有显示呢
其他	我的行程
儿童如何用电子登机牌	儿童能网上添加登机牌吗
打招呼	你好
其他	海南航空
账户信息-登录名无法修改	换了一个手机后，用户名登录不了，不知是帐户还是密码记错
其他	值机
其他	手机值机
【提取】行程缺失-如何手添	手动添加行程确认
其他	我本人未订
带物品登机	可以带些药品上飞机吗？消炎药，大山楂丸，板蓝根，金嗓子喉宝
其他	紧急联系人
通用---咨询客服电话	人工服务
通用---咨询客服电话	人工服务
取消值机-如何取消值机	如果取消值机，谢谢
其他	专车预约已显示成功，但飞机天气原因返航了
其他	人工
如何查看行程	如何查看我未来的行程
机票---预订机票	怎么买机票
预约值机-关于预约选座是否靠谱的疑问	预选座位还有什么意义？预选为了方便，临到开放后都放到后边的座位，还有什么预约的作用？！
取消值机-如何取消值机	如何取消值机？
【提取】出现了非本人购票的航班	昨晚发现有我的航班信息，大连到北京南苑机场。从起飞时间、延误、及到达信息，全有。而我本人并没有乘坐飞机，是怎么回事？
其他	为什么现实连接超时
行程-索要发票、行程单等	发票怎么打
其他	每日抽奖在哪？
其他	头等仓有位置，为什么升仓不成功呀
通用---咨询客服电话	人工服务
其他	登机牌
值机-值机选座失败	我7月9号的航班 怎么不能手机值机
证件-删除已添加证件	为什么认证了护照会有个删除键
机票---预订机票	我如何在上面购票？
他人值机-部分航司儿童不支持办理	你好，帮小孩值机一直显示值不了
询问机翼、靠窗位置	机舱安全出口
其他	我怎么总是游客身份
取消值机-如何取消值机	取消值机
行李超重	行李托运怎么收费
获取延误证明	开延误证明
【其他】怎么获得乘机证明	怎样导出个人乘机凭证？谢谢了
其他	干粉灭火器
其他	英文
无法添加同行人	我在手机上帮同行人值机选座，这次为啥添加不了呢？，
抱怨	您好，我发了几个反馈问题，为啥一直没回复？
值机记录-查看自己、他人、同行人的座位	是否值机成功
证件---修改证件	我的证件要修改
结束语	啊
【提取】手添新版-廉航如何添加	小横，你好！我买的春秋航空的机票，怎么没有显示？
无法取消值机	7月6日贵阳至毕节华夏航空10：45航班，网上已值机，现需取消值机，取消不了怎么办？
无法认证	无法添加港澳通行证
手机值机---为自己值机索引	怎样才是选座成功
