label	content
抱怨	不行
座位标志说明	我所在的座位已被占用或锁定
其他	请问，6月8日ca1650航班登机口关闭时间是几点？
如何查看电子行程单	你好，为什么查询不到我的行程单？
如何查看行程	可以查询多长时间内的行程
手机值机---为自己值机索引	你好！请问在哪选座位？
如何修改常用联系人	怎么管理常用联系人
通用---咨询客服电话	请问你们的客服电话是多少
无法取消值机	为什么不能取消值机
其他	可以戴隐形眼镜吗
常用联系人的页面在哪里	常用联系人页面在哪里
带物品登机	电钢琴可以随身携带上飞机吗
行李限额	航空公司一个可以带几个行李箱
预约选座失败	为何我的客票不能预约值机
值机-如何为同行人办理值机	如何为同行伙伴选位
【提取】行程缺失-如何手添	添加行程多久成功
其他	为什么显示不是本人值机
行程-索要发票、行程单等	你们能寄给我行程单吗？
【提取】出现了非本人购票的航班	我这里显示非本人行程
值机-值机选座失败	为什么不能给同行的人办理值机
他人值机-部分航司儿童不支持办理	我的孩子机票怎么不能值机选座
未接机如何退款	接机退款
其他	15817182788  李水良
其他	可以查询其他客人信息吗？
登机、过检时间	可以提前多久打印机票
航司是否支持手机值机	请问上海航空公司的航班可以在航旅纵横上选座吗？
行李中转	中转行李托运能直接到目的地吗
带物品登机	防晒喷雾可以带上飞机么
值机-值机选座失败	你好，宁波-台湾不能在这里值机吗？
【隐私规则】查询他人行程	只凭身份证怎么查航班
取消值机-如何为自己变更座位	怎么改不了座位了呢
机票---预订机票	怎么购买机票
其他	车辆不到位，
其他	怎么
接送机---如何申请接送机发票	神洲专车发票开错
手机值机---为自己值机索引	APP里面没有选座选项
其他	有找到页面怎么样取消
手机值机---为自己值机索引	如何给未成年子女值机
如何获取电子登机牌	在哪里找已乘航班的电子登机牌？
如何办理升舱	川航机会升舱在什么位置操作
其他	入境规定
其他	eid
航司电话	南方航空公司电话
其他	怎么联系
如何为他人值机	帮别人值机，
其他	请问，浦东机场有供婴幼儿休息的房间吗？
行李托运限额	托运三个人一个大箱子30公斤，行吗
其他	昨天都可以
【隐私规则】查询他人行程	能帮我查到朋友的航班信息吗
其他	老年人
登机、过检时间	你好，儿童乘坐飞机已在航旅纵横上值机，柜台打印登机牌有没有截止时间？
【隐私规则】行程提取时间	如何退升舱
临时乘机证明办理	机场办理临时身份证需要多久
什么是值机	手机值机算换登机牌了吗？
携带物品要求	樟脑丸可以放行李箱里吗
带物品登机	无人机可以上飞机吗
无法取消值机	值机被更改，无法取消😡😡😡
退票、改签	网上值机之后还可以改签吗
行李限额	请问我的行李限额是多少
机票---预订机票	不能购买机票吗
其他	携程上购机票付费后多久才能收到信息?
如何查看行程	我在美国能否查找美国境内的航班信息
认证-取消认证	怎么取消或修改已认证的证件
【提取】行程缺失-如何手添	行程不见了
租车	如何租车
账户信息-获取不到验证码	验证码收不到
机票---票价、余票提醒	如何查看以前的机票
航司电话	怎样联系航空公司
值机-同行人添加数量限制	我只有2个同行人呀
打招呼	在没
其他	航班信息
手机值机---为自己值机索引	麻烦问一下，我想知道如何预选第二个行程座位
其他	位置已选好有二维码
其他	携带物品
其他	我小孩6岁
预约值机-关于预约选座是否靠谱的疑问	已经预约选座，离起飞还有一天了，怎么还没有确定座位
手机值机---为自己值机索引	怎么值机
行李限额	国际航班小孩子（10岁）是和大人一样带行李么？
离线地图下载	离线模式怎么开
通用---咨询客服电话	你们有电话吗
其他	Open票
其他	快点注销
其他	升仓出现重复收费
飞机有wifi吗	怎么预定机上无线
航班动态-航班动态状态不准	航班动态错误播报！！！！！
非本人行程无法值机	非本人行程不可值机
未显示国际行程	我想问问，为什么我们从三亚飞日本的机票查不到
登机、过检时间	什么时候值机
其他	航旅纵横有业内版本吗？
其他	点开以后没有座位信息这一栏
值机详情-未开放选座、什么时间开放选座	6月19日川航什么时间可以订座
【提取】行程缺失-如何手添	我的名字有做过更改，更改之前的航线记录怎么没有了呢
如何查看行程	用护照号怎么查询航班
轮椅、病人所需设备	机场轮椅服务
手机值机托运问题	网上值机可以行李托运吗
其他	境外
【其他】怎么获得乘机证明	个人乘机凭证
行李托运物品要求	自热小火锅可以托运么
值机-如何为同行人办理值机	本人可以为同行人选座位吗
行李托运物品要求	学校手工锤子能办理托运吗？
其他	怎么用身份证搜索航班
他人值机-部分航司儿童不支持办理	幼儿如何办理值机？
值机详情-未开放选座、什么时间开放选座	手机值机可以提前多久
行李托运限额	托运行李额度
值机-值机选座失败	为什么不能手机值机
其他	超级经济舱和经济舱差价多大
值机详情-未开放选座、什么时间开放选座	选座时间在什么
其他	必须邮件发送信息吗？
带物品登机	化妆品登机限额是多少
其他	能不能帮忙看看机票上的名字跟身份证上面是否一致
如何添加同行人	该乘客的航班与已添加乘客不同
关于南航选座	Cz3532值机
航司电话	山东航空电话
退票、改签	我能把10月1号的飞机票改签到明天吗
他人值机-部分航司儿童不支持办理	怎样把儿童设置为同行人
抱怨	投诉你！
如何查看行程	怎么查看所有的已飞航线
什么是open状态	open票是怎么来的
其他	截屏使用
其他	拖运的行李交给谁
其他	为什么我填邮箱，但我的邮箱没有收到信息
其他	本人证件，本人持证照片不能上传提交现在怎么办？
修改中文名	手机值机姓名不对
【提取】行程缺失-如何手添	机票已出，为何没有显示
延误险	飞机延误如何索赔
其他	15808007460
其他	“通航机票“是指“通用航空公司“的机票吗？
值机详情-座位被预留	预留座位
未显示国际行程	我这次飞日本的航班为什么在我的足迹里面没有显示？
航班详情-拥挤度的意思	您好，app里的拥挤度是指飞机的客座率吗？拥挤度是不是等于购买机票的人数 ÷  飞机的总座位数呢？
如何为他人值机	你好，我可以帮别人锁定座位吗？
值机详情-未开放选座、什么时间开放选座	什么时候可以开始选座位
如何预约选座	前排座位，预选需要加费吗？
其他	没找到个人中心
行程-索要发票、行程单等	乘机凭证，发票
值机详情-如何删除常用联系人	怎么删除常用联系人
其他	没有同行
他人值机-部分航司儿童不支持办理	为什么厦门航空儿童不可以值机选位？
【提取】行程缺失-如何手添	联程票只显示了第一程
其他	如何关注其他人的行程
行李托运限额	如果超过免费托运额度
其他	已值机状态，可以进入候机大厅候机吗
行李托运物品要求	化妆品能托运吗
添加新证件格式错误	认证提示认证格式错误怎么回事
如何获取电子登机牌	我值机的登机牌看不到怎么办
如何升级	怎么查我下载的版本是不是新的
行李超重	你好，我想问一下怎么在线购买行李额
【提取】出现了非本人购票的航班	我没有定机票为什么出了一张票
未显示国际行程	为什么我的国际航班没有在行程里
机票---预订机票	航旅纵横能不能购买机票
其他	吉他
其他	可以吗
通用---咨询客服电话	請回电！
其他	eid
航司电话	航空公司服务热线电话号码多少
其他	工具箱在哪？
其他	过期的登机牌
取消值机-如何为自己变更座位	饿哦想从新选座
其他	有微信号吗？
行程-索要发票、行程单等	我需要报账，能不能把我的机票的电子发票发在我的QQ邮箱里？
手机值机---为自己值机索引	为什么办理值机显示手续不齐全
其他	只支持国内航班嘛？
证件-删除已添加证件	你好 我要删除认证证件信息
值机-同行人添加数量限制	国际航班想给两个人值机怎么办
其他	如何积分
遗失物品	我东西落在飞机上了
其他	济州岛
其他	袋装洗发水
如何预约选座	为什么页面上没有预约选座
其他	客房电话是多少
如何获取电子客票号	如何提取电子客票号
其他	贵宾休息室二维码在哪里找
非本人行程无法值机	为什么说我非本人行程，不能选座呢？
登机、过检时间	航班前多长时间可以值机
他人值机-2天内无可办理的行程	明天的航班，今天办理值机，提示没有两天内可以办理的行程。
登机流程	托运注意事项
带物品登机	上飞机能带铁锁吗
航班中转联程	如何知道是否联程机票
无法添加护照	绑定不了护照
未显示国际行程	问下为什么我的国际票行程不显示了
临时乘机证明办理	忘带身份证
值机-值机选座失败	手机不能选座怎么回事
无法认证	微信认证不了
登机流程	登机流程
取消值机-如何为自己变更座位	如何更改座位
其他	兰州到乌鲁木齐要出站吗
其他	OZ362
航班动态咨询---其他	延误没有餐食吗？
如何取消升舱	那个升舱想退订
行李托运物品要求	托运一小箱海鲜可以吗
老人乘机	75岁以上老人坐飞机
他人值机-部分航司儿童不支持办理	我已经预约选座但是儿童不能预约怎么办
行程-索要发票、行程单等	怎么打印电子发票
其他	2pc
其他	客票信息怎么只有一个人
座位标志说明	边上的座位上锁
航司电话	东航客服电话号码是多少？
抱怨	加不了
闲聊	这个在哪里
机票---预订机票	在哪购票
其他	请问舱位等级I是什么意思？
行李限额	登记行李限额多少
值机-值机选座失败	请问为什么我不能网上值机
其他	川航3u8516
临时乘机证明办理	南宁机场临时身份证办理
【手添】催促审核进度	行程审核需要多久
其他	证件格式
其他	不能确认
其他	藿香正气水
临时乘机证明办理	身份证丢失咋登机
值机-同行人添加数量限制	为啥预约值机三位之后，无法继续预约？谢谢
其他	飞行模式没有信号
认证-注销账号	帮我注销账号
退票、改签	退票手续费
取消值机-如何取消值机	怎样取消执机
取消值机-如何取消值机	怎样取消值机
抱怨	你媽死了
行李限额	20kg行李箱有体积的要求吗
其他	身份证输入错误还能办理值机吗
行李托运物品要求	托运可以带水乳么
机票---预订机票	怎么给孩子买机票
其他	查登机口
他人值机-部分航司儿童不支持办理	国航儿童不能在线值机吗
他人值机-部分航司儿童不支持办理	如何添加同行儿童值机
其他	酷航行程
其他	那改了怎么办
退票、改签	能改签？
其他	户口簿没有带
其他	哈尔滨机场
行李托运物品要求	化妆品可以托运吗？
行李托运物品要求	可以托运电脑吗
值机记录-查看自己、他人、同行人的座位	找不到座位号
如何修改预约选座	我帮朋友怎么预约调座位
如何获取电子登机牌	电子登机牌，在哪找到
携带物品要求	可以随身携带武汉热干面吗
带物品登机	药水携带
带物品登机	你好，请问飞机上可以带多少葡萄酒？
延误险	我办了延误险，飞机延误了怎么弄
值机-值机选座失败	为什么有的不支持手机值机呢
其他	CA1486的准点率
其他	洗漱品
【提取】行程缺失-如何手添	我的行程没有同步到行旅纵橫
抱怨	立刻投诉
如何查询往返机票	怎么订往返机票
其他	那每次值机都要更换手机号?
预约选座失败	为什么不能预约选座
行李托运物品要求	保湿喷雾可以托运
其他	其他的都不显示
带物品登机	30mah的聚合物锂电池蓝牙耳机可以带吗
【提取】行程缺失-如何手添	我买的机票没有显示为什么
取消值机-如何取消值机	孩子值机怎样取消
其他	解决个问题怎么这么费劲？
手机值机---为自己值机索引	阜阳飞往昆明的飞机可以网上值机吗
临时乘机证明办理	身份证丢失怎么乘机
取消值机-如何取消值机	如何取消值机啊？
其他	如何申请赔偿？
其他	别人帮我订的机票
机票---预订机票	这个软件能买票吗
带物品登机	充电宝能带么
【隐私规则】查询他人行程	提供身份证号码可以查询航班吗？
其他	我直机 位置选错了
其他	您好，人工
认证-如何认证	如何帮婴儿认证
手机值机---为自己值机索引	你好！请问怎么选座？
其他	怎么赔
其他	什么是通程机票
其他	是自动提取的，还是要我自己去寻找？
手机值机---为自己值机索引	手机选座位在哪
机票---预订机票	为什么我购买不了票
航司是否支持手机值机	飞香港可以值机吗
航班动态咨询---其他	CZ6390航班延误到几点
其他	这个已经搭乘了
其他	起飞时间
电子登机牌与纸质登机牌	电子登机牌纸质登机牌
航线图未显示行程	航线图为何没有显示我最近的这个行程？
乘机证件相关_身份证过期	身份证过期一周能过安检吗
其他	认证问题
如何获取电子登机牌	怎么看不到电子登机牌
认证-注销账号	如何注销账号
手机值机---为自己值机索引	请问如何选座呢？
未显示国际行程	去国外的行程没有
其他	同时购买的，别人的都已经出来讯息了
取消值机-如何为自己变更座位	选好座位可以更改吗？
带物品登机	散粉可以随身携带么
其他	说在哪儿选的找哪儿
航班保护中	到时间选座了，但显示航班保护中是什么意思？
不显示未来行程	添加证件后，将要出行的计划为什么显示不了？
值机详情-未开放选座、什么时间开放选座	什么时候才可以选座
登机、过检时间	可以提前几个小时办理么
证件---修改证件	我换新护照了 怎么修改？
值机-值机选座失败	我的同行人不能值机，为什么
其他	鸟川航怎么无缘无故的航班取消了啊
值机-同行人添加数量限制	我要选座位，能选两个人的吗
其他	哈尔滨机场国行值机柜台在哪
他人值机-部分航司儿童不支持办理	儿童票无法选座？
其他	再查也是取消不了
其他	怎样加入微信群
抱怨	你死了？
带物品登机	牙膏带上飞机
证件---修改证件	麻烦客服更改账户信息，证件名称为刘玥，谢谢
机场--如何查看机场雷达、交通、大屏、地图	直接充钱可以看机场雷达吗
他人值机-部分航司儿童不支持办理	为什么儿童不能办理值机？
其他	之前有距离起飞时间，现在没有了
其他	行程检验单
登机、过检时间	安检时间什么意思
其他	审核一直没通过
如何添加常用联系人	想添加家人信息如何添加
其他	托运限重
未显示国际行程	eID要认证才能查询机票订单吗
航司电话	北京东航vip休息室电话
其他	我想看下我买的是什么舱位，怎么老
其他	微信号？
【提取】行程缺失-如何手添	机票不显示
通用---咨询客服电话	你们能说一下客服电话吗
手机值机---为自己值机索引	怎么选位置
其他	电动牙刷
【提取】行程缺失-如何手添	你好为什么我的机票没有显示？
遗失物品	物品遗失
机场--如何查看机场雷达、交通、大屏、地图	机场雷达提取码
他人值机-部分航司儿童不支持办理	儿童怎么选座位？
机票---票价、余票提醒	哪里可以看机票
值机-值机选座失败	无法手机值机 怎么办
如何获取别人的电子登机牌	我怎么添加别人的电子机票？
如何查看行程	我怎么查我已经购买的机票信息？
未显示国际行程	我3月去的清迈，6月去的俄罗斯，为什么都没有行程显示？
航司是否支持手机值机	上航值机要付费吗
其他	！！！！！！
其他	耳机
其他	怎样删除选票同行人
值机-值机选座失败	为什么不能帮助同行者选座位?
登录-忘记密码	账号已经被认证 但是原来的账号忘记了怎么找回
行程-索要发票、行程单等	行程单打印
航班群	航班群
获取延误证明	延误证明怎么开
其他	摆渡车
如何添加同行人	可以增加同行人吗
其他	这就是最新版的
【提取】出现了非本人购票的航班	我没有订机票，为什么航旅纵横显示我定了机票而且还已经值机
机票---预订机票	怎么购票？
座位标志说明	为什么选座位有些座位被锁
其他	湿巾
如何修改同行人信息	如何更改已储存的值机人信息
其他	认证身份
无法取消值机	您，我给别人办了值机，现在黑4别人取消不了
值机-值机选座失败	给家人一起办理值机，为什么办不了
带物品登机	能带鸡蛋吗？
登机、过检时间	飞行前多久不能登机
如何查看行程	国外飞国内能否查行程
其他	在哪预约
退票、改签	改签费用
其他	有没有 VIP 通道购买
无法取消值机	为什么不能取消值机
认证-注销账号	怎样注销账号
行李限额	行李箱大小
机场是否支持电子登机牌	青岛机场可以用电子登机牌吗
带物品登机	可以带两部手机吗
其他	打印飞机票
其他	你好，我未出行的机票，被替换成了其他人的姓名，怎么回事
其他	是未成年人怎么办
其他	提示是你己选了
认证-取消认证	怎么删除认证
常用联系人的页面在哪里	如何进入常用联系人
值机记录-查看自己、他人、同行人的座位	可以查朋友的座位马
其他	水印相机
未显示国际行程	国际航班没有记录
预约与值机的区别	预约选座可以比正常选座更快选到座位么
其他	eid
其他	为什么说不是本人行程
其他	国内行李
航班动态咨询---其他	能查询到谁给我买的机票吗
行李携带须知	国航飞法兰克福不可以带什么东西出入境
查询航班行李限额	瑞丽航空手提行李要求
值机-值机选座失败	为什么祥鹏航空选择不了座位
手机值机---为自己值机索引	选位在哪？
取消值机-如何为自己变更座位	没有换座选项
机票---预订机票	定不了票了吗？
值机详情-未开放选座、什么时间开放选座	我想了解10号出发成都几号能选座
证件-删除已添加证件	删除证件
【提取】行程缺失-如何手添	机票不显示
值机-值机选座失败	我选不了座位
值机记录-变更或取消他人的座位	为什么厦航，儿童第一次可以定位置，改位置就不行
取消值机-如何取消值机	无取消座位按钮
其他	登机行李
【隐私规则】查询他人行程	可以用身份证查订单吗？
值机-值机选座失败	航班不支持手机值机是什么意思？只能去机场值机？
其他	航班延误
如何添加常用联系人	你好，添加的家人信息如何修改？
其他	如何办理
其他	信息都对的
询问机翼、靠窗位置	为什么看不到机翼在哪？
他人值机-部分航司儿童不支持办理	你好，儿童如何值机？
询问机翼、靠窗位置	我想问下座位图上哪儿是机翼啊
带物品登机	周黑鸭可以随身携带上飞机吗
带物品登机	可以带多少支香烟？
值机-值机选座失败	不支持手机值机
带物品登机	刮胡刀可以带吗？
手机值机---为自己值机索引	我想选座
其他	抓紧同意下
带物品登机	香皂可以带吗？
带物品登机	可否携带干辣椒面
其他	说是我不能通过小横取消
临时乘机证明办理	大理机场+临时身份证办理
机票---预订机票	可以在这里买机票吗
如何取消预约选座	我要取消预约座位
无法取消值机	2小时内值机不能取消
其他	手机选座
如何升级	升级最新版本
其他	失败原因是手续未能成功办理
婴儿乘机	儿童乘机规定
航司电话	怎么联系航空公司或出票代理
取消值机-如何取消值机	你好，我想问一下，如果取消自助值机或者选座？
航班保护中	怎么取消行程保护
电子登机牌与纸质登机牌	手机值机，有电子登机牌还可以打印纸质版么
认证-重复认证失败	为什么多次认证失败
取消值机-如何取消值机	订错票但是二维码过安检了怎么取消座位
其他	怎么回事呢
【提取】行程缺失-如何手添	预定了机票，怎么不显示待出行订单？
值机详情-未开放选座、什么时间开放选座	6月16号的飞机为何现在不能选座？
其他	港澳通行证不能输入
如何办理常客卡	如何办理航司会员卡
账户信息-获取不到验证码	验证码超出限制
添加新证件格式错误	为何添加家人信息保存时显示证件号格式错误
值机-值机选座失败	L10472296，马雯，之前是希望能够帮助她值机，绑定之后发现没法值机，但又不能自己删除
行李托运限额	免费托运行李
其他	悉尼要怎样选择
【提取】行程缺失-如何手添	提取行程没看到
带物品登机	睫毛膏能带吗
临时乘机证明办理	办理临时身份证
其他	电子回程单
打印登机牌后如何取消值机	已打登机牌如何取消值机？
其他	前序
常用联系人的页面在哪里	常用联系人在什么地方找
其他	怎么更改设置
无法取消值机	我想取消预约座位，完成不了呢
其他	查不到呢
航班动态咨询---其他	2019年6月2日由巴黎戴高乐机场出发的AF0116航班起飞了吗？
其他	儿童可以注册吗
其他	那个eid，可以在首都机场T3用么？
航司是否支持手机值机	我的机票能否在线选座
值机详情-未开放选座、什么时间开放选座	起飞前多久停止手机值机
登机、过检时间	安检24小时都有吗
取消值机-如何为自己变更座位	为什么我调换不了座位
【隐私规则】查询他人行程	可以查别人的航班吗
【隐私规则】行程提取时间	2009年的行程看不到吗
行李限额	二十斤可以带吗
带物品登机	2万毫安的充电宝能随身带上飞机吗？
结束语	ok
行程-索要发票、行程单等	怎么打发票
认证-如何认证	如何认证
通用---咨询客服电话	你们的人工客服电话多少
临时乘机证明办理	没有身份证如何登机
证件&姓名-可添加类型及数量	可以认证几个人
其他	名字出错
其他	乌鲁木齐开通网上值机权限的航空公司
通用---咨询客服电话	有没有人工客服？
【提取】行程缺失-如何手添	你的机票没有显示 为什么
【隐私规则】行程提取时间	2016-2017的行程有吗
行李超重	沈阳到泰州 行李托运怎么收费
其他	电子客票信息
电子登机牌不能用	点不开查看登机牌
失物招领	我今天在飞机上拉下了我的充电宝！能不能找回
其他	专车问题
抱怨	问题解决不了，事情还一大堆
其他	请问我的常旅卡还能把之前的航程积分到卡里吗
机票---预订机票	我给别人的买的700块钱的机票，现在写的乘机人是我，又是未使用
行李限额	20寸箱子可以带上飞机吗
账户信息-获取不到验证码	为何收不到验证码？
其他	手机选坐
QQ群进不去	302422066找不到群
如何为他人值机	问下，可以替他人值机吗
行李托运限额	可以免费托运吗
其他	你好孩子的可以同一个电话出
其他	怎么添加航旅卡就说我密码错误
他人值机-部分航司儿童不支持办理	儿童 值机
值机-同行人添加数量限制	五人同坐一班飞机，值机选座，添加常用人，为什么最多还能选两人？
如何为他人值机	怎么可以给别人值机
航司是否支持手机值机	坐厦门航空回国可以手机值机吗
登机牌---如何打印登机牌？	如何打印登机牌
其他	人工电话吗？
如何查看电子行程单	如何获得电子行程单
其他	经济舱编号
乘机证件相关_临时身份证登机	临时身份证可以取票吗
其他	主要是已预约了一张
如何查看行程	如何查看我下一个行程？
手机值机---为自己值机索引	港澳航班 如何值机
行程-索要发票、行程单等	在哪里打印发票
带物品登机	可以带电动剃须刀吗
手机值机---为自己值机索引	2019年6月16日的航班如何选座？
其他	联系人
带物品登机	鸡可以带上飞机吗
行程是否支持电子登机牌	如何知道行程支不支持电子登机牌
值机详情-座位被预留	值机用不了预留座位？
其他	多长时间能修改完成
值机-同行人添加数量限制	认证多少个人
登机牌---如何打印登机牌？	如何二维码登机
其他	这样添加人
其他	已认证的账号想删除添加的人，可以删除吗
值机-值机选座失败	已经出票了，手机不能值机是什么原因？
值机详情-座位被预留	我又没有确定为什么给我选好的座位？
其他	添加身份，可以添加几个
其他	我的已经是最新版了
其他	跟携程客服人工也确认过已经取消
其他	为什么显示不了intinary number
行李限额	携带行李
【提取】行程缺失-如何手添	我有明天下午13点40的HU489航班没有接到显示
带物品登机	上飞机能带代煎中药吗？
行李托运限额	托运两个行李箱，每一个9公斤。可以吗？
其他	电子客票是什么
认证-注销账号	怎么注销账号
其他	你好，人工电话
登机流程	在网上购票    到机场拿身份证在自助机直接打印登机牌吗？然后过安检？
行李托运限额	托运重量
带物品登机	万花油可以带吗
其他	为什么审核中
无法取消值机	不能取消座位
行程没有短信提醒	在航旅纵横值机后为什么没有短信提醒
修改英文名	我的英文名不知道为什么被改了
如何查看行程	怎么查询航班信息
带物品登机	带电池的风扇可以带上飞机吗
电子登机牌与纸质登机牌	手机办理了电子登机牌，是否可以在自助机上打印纸质登机牌
抱怨	你个垃圾
行李托运物品要求	托运宠物
证件&姓名-可添加类型及数量	一个手机号只能认证一个证件吗
行程-索要发票、行程单等	请问邮寄飞机票和行程单需要邮费吗？
临时乘机证明办理	首都机场T3临时身份证办理
带物品登机	护手霜能带上飞机吗？
其他	怎么回事啊
其他	人工？
如何为他人值机	非乘机人员给别人选座
通用---咨询客服电话	人工客服电话号码
其他	我还用取登机牌吗？
其他	美国航空
行李托运限额	一件玉器七八十斤，能托运吗？
查询航班行李限额	西部航空行李限额是多少
带物品登机	充电宝的数字模糊了可以带上飞机吗
兑换中心---查找兑换口令	兑换口令怎么找不到了？
预约选座失败	为啥选不了预约机
【提取】行程缺失-如何手添	为什么查不到我的订单
取消值机-如何取消值机	您好 如何取消值机
如何为他人值机	怎么帮人值机
婴儿乘机	婴儿乘飞机
其他	可以离线使用吗
未显示国际行程	我在香港国泰航空定的机票在咱们行程里没有显示
手机值机托运问题	办了值机以后要托运行李，还是要先去换登机牌是吗
未显示国际行程	澳洲航空的行程没有显示吗？
行程是否支持电子登机牌	海南航空支持电子登机牌吗
登机流程	值机怎么登机
通用---咨询客服电话	有客服电话吗？
其他	我没有退票
取消值机-如何取消值机	你好，取消默认选坐怎么操作
他人值机-部分航司儿童不支持办理	儿童选座怎么选不了啊
值机-值机选座失败	亲，为什么家人和我同一班飞机，为什么值不起机了？
其他	工具箱在app哪个位置
如何补打登机牌	你好，我之前在携程买的机票，补打登机牌，在哪里可以操作
其他	这是什么意思呢
值机-同行人添加数量限制	一个人只能预约三个位置么
登录-忘记密码	忘记旧账号
取消值机-如何为自己变更座位	怎么换预定座位
其他	常客旅行卡
其他	7.82E+12
航班取消-本人无法取消	航班取消，已办理值机，如何取消？
里程累计	里程补登
其他	要修改的手机号被注册过了
其他	我还有一个认证不出
其他	能打电话办理吗
分享-如何分享航旅纵横APP给其他人	怎样把软件分享给朋友
值机-值机选座失败	我本人没有办理值机，但显示座位好听，取消值机后就不能直接办理了，怎么解决？
如何为他人值机	请问怎么增加别人的航班，为他人选座
延误险	若延误，怎么得到延误险赔偿
其他	为什么电子登机牌得登机口一直在变
临时乘机证明办理	湛江机场临时身份证办理
带物品登机	可以带香烟吗
如何办理升舱	机会升舱
询问机翼、靠窗位置	请问靠窗的位置
其他	俄航空的怎么看不见出行信息
其他	常客卡类型
兑换中心---查找兑换口令	请问我的航旅口令怎么查
其他	没有啊，是一致的
停车服务	停车收费哪里办理
其他	eld
其他	898-5519043510
其他	幼儿
如何获取电子登机牌	怎么办理电子机票
订餐	你好，怎么看自己机票有无餐
航班保护中	航班保护中是啥
其他	可以分期购机票嘛
如何为他人值机	.如何帮别人值机？
手机值机---为自己值机索引	我要选座
账户信息-获取不到验证码	验证码信息
带物品登机	骨灰盒可以带上飞机吗
如何办理常客卡	怎么注册常客卡
【提取】行程缺失-如何手添	行程不显示
行李超重	怎么在天津航空官网上购买行旅托运费
其他	看得懂吗
如何修改同行人信息	同行人信息在哪里修改？
无法取消值机	我取消不了值机
【隐私规则】查询他人行程	怎么查别人的航班信息
延误、取消	飞机晚点包赔
其他	如何区分经济舱
姓名-认证非本人	我的证件被其他人认证，我认证不了，怎么办？
手机值机托运问题	在线值机了可以托运吗
手机值机---为自己值机索引	ios怎么选座
其他	付费升舱
延误、取消	你好 我想问下 我七点的飞机结果延误改到了晚九点 那么是不是我九点之前两小时办手续就好
航班中转联程	联程机票如果第一段目地的备降其他机场，那第二段航班怎么办
手机值机托运问题	电子值机要办理托运
临时乘机证明办理	首都机场临时身份证办理
值机详情-如何删除常用联系人	怎么删除常用联系人
认证-注销账号	如何销户
值机-值机选座失败	已经预约选座，也已经开放值机，为何还没有成功值机
行李托运物品要求	指甲油可以托运吗
通用---咨询客服电话	人工客服有吗
QQ群进不去	加了QQ 没通过
其他	为什么没显示
【提取】行程缺失-如何手添	为什么我买了机票缺没有显示行程
航班保护中	相关错误是等我把验证码输完之后，进入下一步，结果显示，我的行程处于保护状态，我的详情不能被我自己查看。
未显示国际行程	为什么我去年出国的行程没有显示
退票、改签	值机后可以退票吗
登机、过检时间	什么时候可以取机票
其他	烦人
行程添加撤销	手动添加的行程信息有误，如何修改？
其他	Pro
其他	亲，在那里换登机牌
其他	添加不了
清真餐素餐	给我订一份东方素餐把
【提取】行程缺失-如何手添	如何添加以前行程
退票、改签	我想改签
其他	姓名长度太长
值机-值机选座失败	我选座不成功
带物品登机	请问冰鲜三文鱼肉带冰块能过安检?
取消值机-如何取消值机	被他人恶意值机如何取消
【提取】行程缺失-如何手添	行程查不到
带物品登机	摸脸油可以过安检吗
值机-如何为同行人办理值机	怎么帮随行的家人办理值机呢
其他	着急用呢，什么时候能解决啊
其他	这是啥情况
其他	784-5517691918
其他	转机的值机
查询航班行李限额	中联航KN2988R座 能够免费登记的行李重量
手机值机是否还需取票	座位选好还用去窗口办理吗
机票---预订机票	如何订瑞丽航空的机票？
值机-值机选座失败	认证好了怎么选不了位置啊
如何进入飞行模式	离线模式怎么用
【提取】行程缺失-如何手添	怎么查不到航班信息？
值机-值机选座失败	无法办理值机呢
其他	显示常旅卡级别不对
机票名字错误	我已经定了机票了但是名字和身份证的不一样怎么办
机票---预订机票	户口本买票
其他	没有找到工具箱
值机-值机选座失败	我填好了内容啊，可是不让我选了座位呀。
行程-索要发票、行程单等	可以寄送行程单吗
其他	为什么倒不进来国际航班行程
【隐私规则】行程提取时间	2016年之前行程可查吗？
无法取消值机	请问为什么我预约选座后的飞机 取消不了值机
如何修改同行人信息	如何删除同行人信息？之前一起选过座位
机票---票价、余票提醒	港澳机票查询
其他	这就是提示
其他	是最新版本
其他	添加不了
【提取】行程缺失-如何手添	没有行程信息
值机详情-未开放选座、什么时间开放选座	明天的飞机怎么不能选座啊
值机-值机选座失败	eu2708 怎么还不能值机
其他	错误3121
行程-索要发票、行程单等	手机上可以打行程单吗
登机、过检时间	飞机什么时候停止值机
其他	电话预约电话号码多少
【提取】行程缺失-如何手添	刚买了机票，怎么没有显示呀
其他	我卡包里面航空公司的卡里面没有里程积分。
如何获取电子登机牌	从哪里找到我的电子登机牌
机票---预订机票	如何订机票？
行李托运限额	经济舱可托运行李多少斤
值机-值机选座失败	这个怎么选不了座位
常用联系人的页面在哪里	常用联系人在哪里？
其他	你好，群里一直不通过
值机记录-查看自己、他人、同行人的座位	查看座位
查询航班行李限额	那个人可以带多少东西上飞机
无法取消值机	你们只能办值机，不能取消
航司是否支持手机值机	马来西亚航空的可以手机值机么
其他	怎么领取会员卡
其他	旅豆提取行程
其他	我想打人工
其他	、这两个号码都没有啊
【提取】行程缺失-如何手添	我行程没显示？
未显示国际行程	为何我购买的韩亚的航班。。航旅纵横上没有显示
登机、过检时间	可以提前多久值机
