label	content
【提取】行程缺失-如何手添	祥鹏飞机行程显示吗
抱怨	垃圾软件
如何进入飞行模式	如何进入空中模式
无法添加同行人	改签航班后，不能添加同行人
航班动态-预警状态的含义	航班预警什么情况？
行程-索要发票、行程单等	机票没有行程单号
怎么开通VIP	怎么办理航空公司VIP
如何获取电子登机牌	登机牌在哪里找
手机值机---为自己值机索引	CZ了3377不能值机吗？
【提取】手添新版-廉航如何添加	请问国外廉航的航班号无法添加怎么办？
【提取】行程缺失-如何手添	行程丢失
手机值机托运问题	办理完值机手续后到机场是否可以办理行李托运业务？
取消值机-如何为自己变更座位	值机换座位
同行人舱位等级不同	请问为何添加同行人选座时会显示说仓位等级不同
临时乘机证明办理	身份证丢了怎么取票登机
【隐私规则】查询他人行程	能不能查到朋友的飞机信息
通用---咨询客服电话	人工客服
认证-如何认证	怎么绑定护照
登机、过检时间	最晚提前多久到机场
值机-值机选座失败	为什么我不能值机
登机、过检时间	手机值机提前多久到机场就可以
值机-值机选座失败	值机失败怎么办
登机、过检时间	一般提前多久值机
不是13位客票号	有些航空公司的票号是8位，怎样手动添加行程
抱怨	我拒绝这样的答案
取消值机-如何取消值机	取消值机
手机值机---为自己值机索引	不好意思，能不能先跟我说一下在哪里选座位？
行程-索要发票、行程单等	行程单
取消值机-如何为自己变更座位	我想变更座位
【隐私规则】查询他人行程	请问我怎么查询我孩子的机票
延误险	联系保险公司吗？
预约选座失败	不能预约四川航空的国际航班值机吗
打招呼	在吗
姓名-认证非本人	我那个证件不是我的
【客票信息】客票监控提醒是什么	客票监控在哪
值机-值机选座失败	福州到香港的机票不可以值机吗
打招呼	哈喽你好
取消值机后是否可以重新值机	取消置机后可以重新置机不？
未显示国际行程	你好，问下为什么行程显示不全，只显示国内航空公司
取消值机-如何取消值机	取消值机
通用---咨询客服电话	转人工
值机记录-查看自己、他人、同行人的座位	护照买的机票没有显示
手机值机---为自己值机索引	怎么没有值机了
行李托运限额	托运的行李箱重多少？
值机记录-查看自己、他人、同行人的座位	飞机上看位置
预约选座失败	您好，预约选座为什么没有提示成功？
不显示未来行程	我未来的机票为什么没有显示
手机值机---为自己值机索引	怎么选座位
失物招领	失物招领
残疾人、病人乘机	伤残证
无法添加同行人	添加同行人要求我联系本人办理
退票、改签	我7月5号退的票，什么时间才能到账
值机-值机选座失败	为何不能值机
机场有吸烟区吗	遥墙机场过安检后里面有吸烟室吗？
值机-值机选座失败	为什么我选不了坐往
【提取】手添新版-廉航如何添加	你好，春秋航空怎么不显示
通用---咨询客服电话	有客服电话吗
飞机上物品遗失	我有东西丢失在航班上，能帮我找回来吗？
无法认证	你好！我要关联护照，怎么关联，提示我的中文名和英文名不匹配
取消值机-如何取消值机	如何取消值机
退票、改签	改签
行李托运物品要求	电子耳温计能托运吗？
如何预约选座	预约选座 可以往返航班都选吗？还是只能先选去的航班
如何进入飞行模式	怎么开飞行模式
证件---修改证件	您好，身份证变更不了，怎么办？
航司电话	成都航空客服电话多少
值机-同行人添加数量限制	为什么两个月前选的座位被占用了
航班动态咨询---其他	你好  怎么查询所有航班到达出发的时间?
如何获取电子登机牌	为什么没有二维码
姓名-认证非本人	你好，我的账户被他人占用是怎么回事
打招呼	你好
值机-值机选座失败	我为什么不能选座位
如何获取电子客票号	关键是不知道电子客票号啊！单位统一订的票，你们后台就不能推送给我吗？
值机-值机选座失败	为什么我不能办理值机？
机票---预订机票	预订机票怎么办理
贵宾厅	贵宾室
如何预约选座	预约选座
是否可以开飞行模式	手机可以开飞行模式吗
手机值机---为自己值机索引	值机怎么使用
如何查看电子行程单	电子行程单
取消值机-如何取消值机	取消值机
值机-值机选座失败	不可以选座？
如何获取电子登机牌	无法查看电子登机牌
行程-索要发票、行程单等	做过的飞机发票能打印吗
值机记录-查看自己、他人、同行人的座位	选座成功提醒不
无法取消值机	值机完成，无法取消
如何办理常客卡	怎么办理常客卡
预约选座失败	预约选座显示有误
飞机上物品遗失	我有衣服忘在飞机上了？是否过几天能拿的回来？
打招呼	在吗
航线图未显示行程	请问能添加国际航班路线图么
残疾人、病人乘机	打扰问一下。70岁，做过心脏支架的可以坐飞机吗
值机记录-查看自己、他人、同行人的座位	座位信息找不到
行李超重	首都航空沈阳到海口jd5222航班，没有免费托运行李，带行李怎么收费
航班动态咨询---其他	你好请问10点50从银川到北京的航班取消了该成几点了
行程-索要发票、行程单等	怎么打印行程单
通用---咨询客服电话	人工客服
他人值机-部分航司儿童不支持办理	小孩子不能手机选座吗
值机详情-未开放选座、什么时间开放选座	团队出国旅游，什么时候可以开始选座？
【提取】行程缺失-如何手添	请问可以添加没被提取的历史行程吗
认证-如何认证	如何绑定护照
【提取】行程缺失-如何手添	已经出票可是没有行程显示
打招呼	你好
行李托运物品要求	酒可以托运吗？
机票---预订机票	如何买票
通用---咨询客服电话	客服电话多少？
通用---咨询客服电话	请问电话客服是多少号吗
登机、过检时间	飞机起飞前多久可以托运
退票、改签	改签
值机-值机选座失败	怎么不能手机选座
机票---预订机票	麻烦问下怎么定机票
【提取】行程缺失-如何手添	为什么不显示新的行程了
机票---预订机票	无法购买1630元的机票
机场大巴	请问如何在出租车乘车口要一辆车
值机-同行人添加数量限制	我们 同行 一起 三 个人 ， 一个人 为什么 选 不 了 位置 呢
预约值机-关于预约选座是否靠谱的疑问	你好，我预约值机为什么被取消了
行李托运物品要求	托运能带肉类吗
查询航班行李限额	美联航托运限重
通用---咨询客服电话	客服电话
常客卡---提示密码错误，怎么找回密码	忘记会员卡密码怎么办
值机-值机选座失败	为什么不能自己选座位
航班动态咨询---其他	能帮我查到我是什么航空公司吗
打招呼	你好
【提取】行程缺失-如何手添	为什么刚出行完毕的订单不显示
通用---咨询客服电话	人工客服
取消值机-如何取消值机	取消值机
什么是登机牌	电子登机牌怎么用
登机牌---如何打印登机牌？	打印登机牌
临时乘机证明办理	身份证丢失可以乘机吗
他人值机-部分航司儿童不支持办理	不能为儿童值机吗
如何为他人值机	怎么帮别人国际航班值机
行程-索要发票、行程单等	请问哪里拿发票报账
手机值机---为自己值机索引	如何选座
打招呼	你好
手机值机---为自己值机索引	座位号怎么选
值机-值机选座失败	您好，为什么我的航班不能选座位
手机值机---为自己值机索引	怎么选座位，现在就要选
打招呼	你好
【提取】行程缺失-如何手添	我22号的票已出，怎么我这里看不到呢
退票、改签	可以退机票吗
通用---咨询客服电话	有人工服务吗
查询航班行李限额	从柏林到北京行李限额
电子登机牌与纸质登机牌	值机后怎样获得纸质登机牌
什么是open状态	open票是什么意思
打招呼	在么
如何办理升舱	今天HX791香港到马累的票可以升舱吗？价格是多少？
他人值机-部分航司儿童不支持办理	儿童选座
行李托运物品要求	水果可以托运吗？
打招呼	你好
结束语	谢谢
手机值机---为自己值机索引	怎么选座
通用---咨询客服电话	人工服务
通用---咨询客服电话	客服电话是多少
【提取】行程缺失-如何手添	你好 可以添加别人的行程吗
手机值机是否还需取票	您好，我已在航旅纵横APP办理值机，直接凭电子登机牌过安检就可以可是吧？
未显示国际行程	国泰航空航空行程看不到
结束语	哦，好的
取消值机-如何取消值机	需要取消值机
通用---咨询客服电话	人工服务
乘机证件相关_未成年人	儿童需要证件
无法取消值机	我的值机无法取消，请帮忙取消，谢谢
通用---咨询客服电话	请给一个人工服务电话
打招呼	在吗？
延误、取消	第一航段的飞机延误，第二段的飞机怎么办？
值机记录-变更或取消他人的座位	我怎样操作取消替别人选的座位？
通用---咨询客服电话	请问航旅纵横客服电话多少
取消值机-如何取消值机	取消值机
航班取消-本人无法取消	Z H9756航班取消，退票为什么还在审核中
【提取】行程缺失-如何手添	为什么行程没有显示
打招呼	你好
取消值机-如何取消值机	取消值机
如何为他人值机	你好怎么帮别人值机
通用---咨询客服电话	客服电话
无法认证	我认证不了
如何添加同行人	选座添加同行人名字的输入格式怎样？ 外国人 护煦
行程-索要发票、行程单等	发票
兑换中心---查找兑换口令	怎样查看口令卡
机票---票价、余票提醒	为什么机票查询没有折扣显示？
行程-索要发票、行程单等	行程单
行程-索要发票、行程单等	这是我的登机牌，我想要机票发票，不知怎么办理？
通用---咨询客服电话	转人工
值机详情-座位被预留	你好，预留的座位如何确定
手机值机---为自己值机索引	怎么值机呀
值机详情-未开放选座、什么时间开放选座	为何今天不能手机值机？
打招呼	在吗
登机、过检时间	国际航班提前多少时间到机场
打招呼	你好
如何获取别人的电子登机牌	你好，我同行人的二维码在哪
打招呼	你好
通用---咨询客服电话	电话打不通
预约选座失败	预约值机失败
行程-索要发票、行程单等	你好，我想打发票
【提取】行程缺失-如何手添	为什么看不到行程
接送机---如何申请接送机发票	接送机专车发票开不了怎么办
【隐私规则】行程提取时间	为什么一年前的行程没有记录
值机详情-如何删除常用联系人	如何删除常用联系人
机票---预订机票	为什么能私自订票
延误险	延误补偿
轮椅、病人所需设备	怎样办理轮椅接送机？
认证-如何认证	怎么添加证件
查询航班行李限额	海南航空柏林飞北京可以托运多重的行李
值机记录-查看自己、他人、同行人的座位	您好 怎么看我给别人选的座位
行程-索要发票、行程单等	发票
通用---咨询客服电话	人工服务
退票、改签	已经值机但要退票
退票、改签	但是航班延误太严重了，有事不能等，所以没有乘坐，怎么退票
取消值机-如何取消值机	我要取消值机怎么取消
【其他】怎么获得乘机证明	登机证明
值机-值机选座失败	怎么没法手机选座呢？
手机值机是否还需取票	预约完选座 还可以去柜台打印登机牌吗
预约选座失败	航班值机尚未开放，为何同伴已预约选座我们不能？
通用---咨询客服电话	客服电话多少
【隐私规则】行程提取时间	我的2017年行程为何显示不出来？
退票、改签	改签
【隐私规则】查询他人行程	你好，我想问一下怎么能查别人的行程
值机-如何为同行人办理值机	怎么帮同行人值机
值机详情-未开放选座、什么时间开放选座	航班未开放选座
值机记录-查看自己、他人、同行人的座位	怎么看同行人座位号
手机值机---为自己值机索引	手机选座在哪里
通用---咨询客服电话	人工服务
【提取】手添新版-廉航如何添加	廉航信息是不会显示的吗
行李托运物品要求	化妆品超过100ml可以托运吗？
航班动态咨询---其他	Mf8215是延误了吗？
值机详情-座位被预留	为什么会出现自动值机的情况？
托运流程	行李托运如何收费
查询航班行李限额	中国联航行李限额
机场是否支持电子登机牌	武汉机场支持电子登机牌么
照片在哪里	如何提取相片
打招呼	你好
值机-值机选座失败	值机输入正确的信息还是没办法查询
值机-值机选座失败	我的航旅纵横，为什么不能手机值机选座
取消值机后是否可以重新值机	取消值机后还能再次值机吗
行程-索要发票、行程单等	有没有纸质的报销凭证
值机-值机选座失败	说航班不支持手机选座
证件-删除已添加证件	你好，我的一个证件已丢失作废，可以注销吗
打招呼	你好
失物招领	怎么找失物招领
机票---预订机票	订票
不显示未来行程	我明天和后天的行程怎么不显示？
机场大巴	机场大巴
轮椅、病人所需设备	轮椅服务
非本人行程无法值机	为什么是自己本人的行程却显示非本人行程无法值机
打招呼	你好！
非本人行程无法值机	所有证件信息都是对的 为什么显示非本人行程
婴儿乘机	儿童乘机
认证-注销账号	账户注销
认证-取消认证	我老公的认证弄成我的了，怎么取消呢
他人值机-部分航司儿童不支持办理	儿童值机
无法认证	后来就没理他了，为什么我的航旅纵横不能注册？
【提取】手添新版-廉航如何添加	廉价航空添加行程
机票---预订机票	谢谢小横！再问：国航、山航、南航、东航等其它航空公司的机票啥时候可以在手机APP上购票呀？
退票、改签	退票怎么收费
退票、改签	改签机票，飞机停飞故障，从新订票，这费用谁承担
【提取】行程缺失-如何手添	6.10号出行的行程为什么没有
打招呼	您好
值机-值机选座失败	为什么我的航班不能值机
取消值机-如何取消值机	怎么取消直机
他人值机-部分航司儿童不支持办理	儿童值机
如何查看行程	航旅纵横里怎么能查询定的机票
【提取】行程缺失-如何手添	怎么查不到飞机订单
认证-如何认证	添加旧护照
航站楼查询	 到南京禄口机场是T2还是T1
如何查看行程	国外飞国内查询航班
认证-注销账号	注销账号
打招呼	你好
值机详情-如何删除常用联系人	删除常用联系人
他人值机-部分航司儿童不支持办理	可以为首都航空12岁小孩选座吗？
如何查看行程	如何查询航班
通用---咨询客服电话	人工服务
打招呼	嗨
如何查看行程	怎么看已买的机票航班信息
如何进入飞行模式	哪里打开飞行模式
认证-如何认证	如何认证？
值机详情-未开放选座、什么时间开放选座	网上值机最早可以提前多久值机
他人值机-部分航司儿童不支持办理	你好，儿童和成人一起值机怎么操作
他人值机-部分航司儿童不支持办理	儿童无法选座
机票---预订机票	我要订机票怎么订呢？
打招呼	您好
座位标志说明	值机选座，有的位置是上锁的
通用---咨询客服电话	人工客服
中转机场是否包住宿	中转住宿
行程无法添加	无法导入国际航班
打招呼	你好
【提取】行程缺失-如何手添	历史行程无法显示
他人值机-部分航司儿童不支持办理	儿童为何不能值机
手机值机---为自己值机索引	紧急通知座位能选吗
打招呼	你好
行李寄存	哈尔滨机场哪里可以寄存东西
pro版下载	航旅纵横Pro的安卓版怎么安装
打招呼	你好
账户信息-如何修改手机号	认证过不去，是因为长久设用在线了，另外电话号码改了，怎么办？
飞机上能否使用手机	飞机上手机要不要关机？
如何获取电子登机牌	已经办理完电子登机牌，在哪里找到
如何办理升舱	如何升舱
电子登机牌与纸质登机牌	领取登机牌后还可以使用电子登机牌嘛
【隐私规则】行程提取时间	2014年的行程不能添加么
婴儿乘机	儿童乘机
打招呼	你好
打招呼	你好
通用---咨询客服电话	人工客服
航司电话	国航客服电话
无法取消值机	取消值机不成功
取消值机-如何取消值机	帮我取消值机吧！
航站楼查询	航站楼在哪看
值机详情-未开放选座、什么时间开放选座	手机值机时间
中转路线	中转如何手机值机
如何兑换积分	怎么换积分
值机详情-未开放选座、什么时间开放选座	付费选座什么时候出票能成功
手机值机是否还需取票	在手机上值机后还能打印纸质登机牌吗
通用---咨询客服电话	人工服务
查询航班行李限额	春秋航空经济舱登机箱尺寸
航司电话	中国联航电话
行程-索要发票、行程单等	乘完机如何开发票
如何添加同行人	怎么添加通行人
如何为他人值机	帮他人选座
如何办理升舱	在哪里升仓啊？
登机流程	都没有这些怎么坐飞机
行程-索要发票、行程单等	发票问题
预约选座-提示不能重复预约	为同行的人预约座位，为什么提醒不能重复预约
接送机服务取消流程	取消接机订单
通用---咨询客服电话	人工客服
值机-值机选座失败	为何无法为他人值机
取消值机-如何取消值机	取消值机
接送机服务取消流程	神州专车接机司机联系不上，关机。如何退款？
【提取】行程缺失-如何手添	行程没显示
他人值机-部分航司儿童不支持办理	儿童值机
延误、取消	飞机延误
订餐	6月24日 CA1252飞机 西安飞天津  飞机上有餐食吗
打招呼	在不在
登机牌---如何打印登机牌？	东航值机好可以在自助机上打印登机牌吗
取消值机-如何为自己变更座位	只有调换座位和取消执机没有取消座位按钮
行李托运限额	免费托运吗
认证-如何认证	护照怎么绑定
行李超重	没有免费行李额，那20村箱子能自己带着上飞机吗
登机牌---有行李的可以直接使用电子登机牌（二维码）吗?	用电子登机票时行李箱在哪托运
行李托运限额	托运箱子的重量标准是多少？
乘机证件相关_未成年人	只带护口本行吗ll周岁
登机牌---有行李的可以直接使用电子登机牌（二维码）吗?	电子机票怎么托运
打招呼	你好
无法取消值机	值机取消不了
姓名-认证非本人	证件被占用
出入境办理-边防	需要签证吗
【提取】行程缺失-如何手添	为什么不能显示行程？
打招呼	你好
婴儿乘机	请问婴儿几个月可以乘飞机
通用---咨询客服电话	人工客服
取消值机-如何为自己变更座位	怎么改座位
行李托运限额	托运行李收费吗
【提取】行程缺失-如何手添	我刚才订的航班怎么不显示
航班取消-本人无法取消	航班取消值机记录取消不了
手机值机---为自己值机索引	如何选座位
账户信息-如何修改手机号	孩子用这个软件换了另一个手机号码未认证成功，我再上这个就上不去了
机票---预订机票	怎么买票
乘机证件相关_未成年人	13岁小孩没身份证可以拿户口本吗
取消值机-如何取消值机	怎么取消直机
值机-值机选座失败	同行的都能值机了，为什么我的不能，
机票---票价、余票提醒	查询订过机票价格
如何获取电子登机牌	电子登机牌如何下载
手机值机---为自己值机索引	在哪里选座
孕妇乘机	孕妇要证明吗
退票、改签	改签
行程-索要发票、行程单等	办理发票
手机值机---为自己值机索引	怎么办理值机，怎样删除常用旅客
行程-索要发票、行程单等	我需要报销，可以用电子登机牌吗
打招呼	你好
取消值机-如何取消值机	如何取消座位
认证-注销账号	手机号被别人使用 该如何注销重新注册上传证件？
询问机翼、靠窗位置	安全通道
机票---预订机票	请问怎么买票
值机详情-座位被预留	自动选了座位
他人值机-部分航司儿童不支持办理	我儿子的为什么不能值机
打招呼	你好
退票、改签	你好！请问6月8号8点半CA1909去西宁曹家堡的航班时间改了2次为什么？还会再改吗？
打招呼	你好
登机流程	第一次坐飞机
什么是open状态	什么叫open票
取消值机-如何取消值机	取消我的值机，我要改签！
如何获取电子登机牌	电子登机牌在哪里
打招呼	你好
座位标志说明	座位锁住？
通用---咨询客服电话	有没有人工客服
打招呼	你好
打招呼	你好
如何添加常用联系人	是否能添加家人信息
pro版下载	哪里下载pro
手机值机---为自己值机索引	怎么选座啊？
行李托运物品要求	想问下，90g的防晒霜可以带上飞机，不托运么？
取消值机-如何取消值机	如何取消值机？
认证-注销账号	注销账户
如何获取电子登机牌	每个航班都有电子二维码登机牌吗
接送机---如何申请接送机发票	接机服务发票开不出来
行程-索要发票、行程单等	行程单
【提取】行程缺失-如何手添	航班的状态链和一周航班正晚点的情况怎么查询不到了？
打招呼	你好
手机值机---为自己值机索引	如何选座
通用---咨询客服电话	客服电话是多少
登机、过检时间	到机场的时间
打招呼	你好
如何办理升舱	如何使用旅豆升仓
他人值机-部分航司儿童不支持办理	无法为孩子值机
取消值机-如何取消值机	怎么取消值机
行李携带须知	违禁物品
手机值机---为自己值机索引	可以在线选座吗
【提取】行程缺失-如何手添	认证成功后为什么没有自动提取行程
无法认证	为什么认证不了
取消值机-如何取消值机	取消值机
如何查看行程	以前乘机选座记录
【提取】行程缺失-如何手添	关注列表里的航班没了
通用---咨询客服电话	人工服务
手机值机托运问题	在这里值机后还可以办理托运吗
抱怨	尼玛币
退票、改签	你好，请问我可以在这里改签？
如何获取电子登机牌	值机二维码可以直接去安检口吗？
值机-值机选座失败	我为什么在航旅纵横上不能够值机
机票---票价、余票提醒	机票搜索不到
退票、改签	小横，改签能改多长时间
延误、取消	请问航班是延误四小时以上可以申请赔偿吗？
值机详情-座位被预留	自动值机选座
乘机证件相关_成年人	无身份证怎么乘机
取消值机-如何取消值机	值机取消
如何办理常客卡	你好，如何成为常客
打招呼	你好
手机值机---为自己值机索引	您好，如何办理国际航班的值机？
通用---咨询客服电话	客服电话是多少
通用---咨询客服电话	人工服务
婴儿餐	可以预定儿童餐吗
预约选座失败	为啥不能选预约
里程兑换机票	行程积分兑换里程，有机票吗
打招呼	你好
手机值机---为自己值机索引	怎么选座位
未显示国际行程	国外的行程为什么不显示呢
打招呼	你好
机票名字错误	机票名字错误
手机值机---为自己值机索引	怎么选座位
登机牌---电子登机牌使用截止时间？	打印登机牌有限制时间吗？
【隐私规则】查询他人行程	有对方身份证号码如何查询机票信息
里程累计	为什么有的不支持里程累计
退票、改签	KN2267这趟航班我退票需要多少钱手续费
【提取】行程缺失-如何手添	我的来回机票出来这么久也不显示出来
值机-值机选座失败	无法选座位
常用联系人的页面在哪里	如何查看常用联系人
如何为他人值机	我帮别人在这软件选座位怎么弄
延误险	延误险
登机、过检时间	起飞前多久停止安检
通用---咨询客服电话	客服人工电话号码
通用---咨询客服电话	客服电话
取消值机-如何取消值机	取消值机
行李托运物品要求	白酒可以托运吗
值机-同行人添加数量限制	我还有3个未预约座位
值机记录-变更或取消他人的座位	如何取消同行人值机
退票、改签	改期
账户信息-如何修改手机号	这是我的登录名和注册手机号
如何为他人值机	怎么帮别人值机
退票、改签	我想改签怎么弄
值机详情-未开放选座、什么时间开放选座	什么时候开放选座
取消值机-如何取消值机	取消值机
改签后未更新	行程改了为什么还在更新
值机-值机选座失败	办不了值机
延误险	航班延误四个小时有赔偿吗
手机值机---为自己值机索引	工具箱手机选坐卡片在哪
如何添加同行人	怎么添加同行人
无法认证	认证不成功
询问机翼、靠窗位置	紧急出口位置怎么选择！
他人值机-部分航司儿童不支持办理	小孩如何值机
行李超重	行李超额怎么收费
证件&姓名-添加他人证件	怎么添加亲属的身份证
值机详情-未开放选座、什么时间开放选座	值机是随时都可以还是要在起飞前几天内
残疾人、病人乘机	那没有糖尿病就不能托运吗
如何查询机票订单	怎样查询自己的机票订单
乘机证件相关_身份证过期	身份证过期可以乘坐飞机吗
机票---预订机票	团队订票 值机
未显示国际行程	你好，我预定的本月26日从澳大利亚黄金海岸到墨尔本的航班为什么没有显示？
手机值机---为自己值机索引	在哪儿选座
【提取】行程缺失-如何手添	行程没有更新
乘机证件相关_成年人	有效乘机身份证件
退票、改签	祥鹏的怎么办理退票
退票、改签	机票能改签吗
如何添加同行人	怎么添加乘机人？
无法添加同行人	值机无法增加同行人
如何获取电子登机牌	我想找电子乘机牌在哪里能找到
无法认证	认证失败
打招呼	你好
通用---咨询客服电话	人工客服
手机值机---为自己值机索引	你好，请问怎么在你们平台上选择座位
兑换中心---查找兑换口令	查找口令
如何添加同行人	值机添加其他乘客
询问机翼、靠窗位置	HU7736机翼的位置在哪几排
行程-索要发票、行程单等	发票
预约选座失败	那我不能提前选位吗
如何获取电子登机牌	值机二维码
行程-索要发票、行程单等	发票
认证-取消认证	怎么取消认证
机票---预订机票	怎么购票
证件---修改证件	如何更换认证
打招呼	你好
行李托运物品要求	剃须刀可以带上飞机吗？或者托运?
通用---咨询客服电话	人工服务
航司电话	怎么能联系到乘坐的航空公司？
手机值机---为自己值机索引	怎么选座
值机详情-未开放选座、什么时间开放选座	啥时可以选座
通用---咨询客服电话	转人工
如何添加同行人	在哪里添加同行人呢
他人值机-部分航司儿童不支持办理	怎么给儿童选座
行程-索要发票、行程单等	发票
值机-值机选座失败	选不了座怎么办
机票---预订机票	从哪个地方买票？
行李寄存	可以提前寄存行李吗
航班保护中	为什么值机选座显示开启保护
【手添】如何手添误删行程	已经删除的行程还可以重新添加吗
【提取】行程缺失-如何手添	我明天从烟台飞上海的机票，没显示
登录-忘记密码	但是我忘记了以前的账号和密码
通用---咨询客服电话	人工客服
手机值机---为自己值机索引	怎么选座
通用---咨询客服电话	客服电话
航司电话	东航北京头等舱休息室电话
违禁品被没收	去年托运的行李箱里的充电宝，在托运时被拿走了，现在还能取回吗？
手机值机是否还需取票	网上值机以后还需要打印登机牌嘛
他人值机-部分航司儿童不支持办理	我订的是东航的，显示可以添加同行人值机，可实际添加时却告知无法添加同行人，目前孩子无法手机值机😥
通用---咨询客服电话	客服电话多少号
什么是团队票	团票可以显示吗
轮椅、病人所需设备	机票早已订好，但近期不慎脚受伤，我想申请地面轮椅，如何办理？
机票验真流程	机票验真当日上限
航班动态-咨询是否可晚到机场	航班延误，值机停办时间是否更改
打招呼	你好
手机值机---为自己值机索引	请问在哪里选座
手机值机---为自己值机索引	在那里选座
他人值机-部分航司儿童不支持办理	儿童值机
通用---咨询客服电话	有人工客服吗？
手机值机---为自己值机索引	开放选座时会给消息提醒吗？
登机、过检时间	浦东机场提前多久换登机牌
婴儿乘机	婴儿票
抱怨	我是不是该卸载航旅纵横呢？
【提取】行程缺失-如何手添	你好，请问我在去哪儿网上订了机票，但是航旅纵横订单里面看不到呢
值机详情-座位被预留	取消预留座位
手机值机---为自己值机索引	如何办理值机，未找到
机票---预订机票	在这可以定机票吗
取消值机-如何取消值机	我想要取消值机
登机牌---如何打印登机牌？	帮朋友在我手机上值机，我们一起的，一个值机二维码可以同时过我们几个人嘛？
如何查看行程	可以查询多长时间没的订单
认证-如何认证	无法添加新护照号
机票---预订机票	学生的机票也可以在网络上购买吗？
打招呼	你好
抱怨	Sb
登机、过检时间	飞机起飞前多久不接受安检
航司是否支持手机值机	请问飞香港可以在手机上值机选座吗
值机-如何为同行人办理值机	如何多人选座
取消值机-如何取消值机	我的位子选的怎么取消呀？
行李托运物品要求	托运可以带液体多少毫升
值机-值机选座失败	为什么不能选座
手机值机---为自己值机索引	如何在线选座位
如何查看行程	请问哪里可以查到乘坐航班平面图
【提取】行程缺失-如何手添	暂未找到你的行程
有氧舱问题	有氧舱
值机-同行人添加数量限制	一个账号能给多少人值机选座
如何查看行程	如何看之前坐的飞机的延误信息
手机值机---为自己值机索引	选座的页面在哪里找
如何为同行人预约座位	帮其他人预约选座，但我不坐飞机
认证-注销账号	注销账户 审核多久
证件-删除已添加证件	怎么删除我的证件
通用---咨询客服电话	人工客服
通用---咨询客服电话	客服电话
取消值机-如何取消值机	取消选座
临时乘机证明办理	有效证件没有带怎么办
如何查看行程	我最近订的机票查询一下
延误险	飞机延误赔偿
无法认证	认证护照英文姓名失败
如何查询往返机票	往返机票在哪里？
订餐	什么叫正餐
行李携带须知	可以托运什么东西
什么是open状态	open票如何使用
打招呼	你好
残疾人、病人乘机	三年前安装心脏起搏器，能乘坐飞机吗？
行程-索要发票、行程单等	为啥我的行程单申请不了
通用---咨询客服电话	人工客服
行李托运物品要求	坐飞机可以托运多少液体
预约选座失败	我买的中转航班，为什么第一程可以预约选座，第二程就不可以了
通用---咨询客服电话	人工客服
如何统计里程	怎么查询以往的飞行里程
取消值机-非本人操作被变更座位	为什么预约值机和实际不一样
认证-如何认证	我是民航人，怎样认证成为航旅业内版？
值机-值机选座失败	为啥不能手机值机了？
延误险	你好，如何购买延误险
机票---票价、余票提醒	这里怎么查机票价格
【手添】手添成功的行程不显示	添加成功的航线没有展示
姓名-认证非本人	手机号显示已被注册
【提取】行程缺失-如何手添	不显示行程
临时乘机证明办理	身份证读不出信息，如何办理登机
结束语	谢谢！
如何获取电子登机牌	我已经生成了电子登机牌。可是我退出页面了。找不到了
延误、取消	飞机晚点了
机场电话	机场电话
携带物品要求	小孩儿玩具可以带上飞机吗？
通用---咨询客服电话	有联系电话吗
值机详情-未开放选座、什么时间开放选座	为什么现在我不能给其他人选座位
乘机证件相关_未成年人	儿童乘坐飞机需要什么证件
通用---咨询客服电话	我想打航旅纵横客服电话
查询航班行李限额	南航可以带多少公斤东西上飞机
预约选座失败	我想预约梅咏MU2998值机办不了，怎么办
取消值机-如何取消值机	取消值机
【提取】行程缺失-如何手添	如何手动添加行程
登机、过检时间	我时间来不及了，托运怎么办
行李托运限额	您好，我明天的那班飞机，是包含了午餐吗？是不是有20kg免费托运的，行李箱托运，不自己携带
如何查看行程	怎么查到已购买的机票
临时乘机证明办理	你好，没有身份证怎么办
如何为他人值机	怎么帮别人选座
结束语	谢谢
退票、改签	今有事无法登机怎能退票
值机详情-未开放选座、什么时间开放选座	国际航班网上值机提前多久开放？
退票、改签	改签
打招呼	你好
航班详情-拥挤度的意思	拥挤度
【提取】行程缺失-如何手添	为什么提前买的机票不显示
机票---票价、余票提醒	你好，请问搜机票为什么不显示票价？
手机值机---为自己值机索引	请问付费选座订单在哪里
通用---咨询客服电话	人工服务
通用---咨询客服电话	客服电话多少
值机记录-变更或取消他人的座位	请问为他人取消值机的工具箱在哪
照片在哪里	如何查看照片
手机值机---为自己值机索引	怎么选座
通用---咨询客服电话	有没人工服务
他人值机-部分航司儿童不支持办理	国行儿童值机
打招呼	你好
打招呼	你好
询问机翼、靠窗位置	我选不要靠近机翼 要靠近窗
通用---咨询客服电话	人工客服
订餐	有早餐吗
打招呼	你好
值机详情-未开放选座、什么时间开放选座	为什么现实已开放值机 但确提取不到我的行程
取消值机-如何取消值机	怎么取消座位
无法认证	认证错误
值机-值机选座失败	为什么无法值机？
行程-索要发票、行程单等	去年的机票怎么打印报销凭证呢
如何为他人值机	bie别人帮我买的机票，我怎么选座
他人值机-部分航司儿童不支持办理	去香港儿童可以选座妈
通用---咨询客服电话	人工服务
航班动态咨询---其他	为什么运城到深圳的飞机现在也不飞
他人值机-部分航司儿童不支持办理	小孩值机
打招呼	你好
如何查询机票订单	用护照能查到自己的机票吗
